"Date update","Lookup field name","Lookup reference field name","Missing parent External Id value","Parent ExternalId field name","Parent SObject name","Record Id","sObject name"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Logic","Name","Account","JJZBHDUFLW04DOIYPF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Industries","Name","Account","VPBGQ9BZHAXNLU6I1N","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Labs","Name","Account","WV7IHBWZ30MNMEDTSF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Catalyst Services","Name","Account","1BU0XISBXESTEAPPL4","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Enterprises","Name","Account","XQKZ7Z8AOBXLTKFODH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Zenith Services","Name","Account","LCDJDOL3L6A53RLGW0","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Works","Name","Account","BK890MTQUDDEPD8NH1","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Innovations","Name","Account","US24WKQTROGJRTP2JG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Networks","Name","Account","SMA7CP4NLP4D0LZ8FV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Global","Name","Account","CTREUIQFQYBAE9DPGR","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Global","Name","Account","MX5WHFKMQF4CHU6EFC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Systems","Name","Account","ZAMCKMNCSMOKENRNY5","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Systems","Name","Account","KMLYTXRBXOY0QAEBA1","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Logic","Name","Account","LK3T7TFOIWU3EY2BEF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Technologies","Name","Account","DJNKZFECRVOHEJFPMK","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Catalyst Networks","Name","Account","OTXHI3PAM4YB9UGXIR","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Partners","Name","Account","CNIFR2BXYU3LG2LTVF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Systems","Name","Account","DLDLWC99Y5E1GENSEU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Labs","Name","Account","1ZB4MMTWZWD1UPZHYC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Works","Name","Account","U7MD5UJ9XBNZXXSTKH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Onyx Group","Name","Account","O6VCKXUDYMYYDZZTIZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Dynamics","Name","Account","XJLCOJAK9JD0MBYPPA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Digital","Name","Account","IO1XTWZBHECCAZNZAC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Corp","Name","Account","YO6BGEQAWED0XWUFBL","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Logic","Name","Account","CDIKRNSJRCK1DIGD3J","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Industries","Name","Account","RQXTKMSFUVWY7B1IFE","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Dynamics","Name","Account","36LP9F1SQJ0SWUEPUX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Services","Name","Account","8UCSCL5WGAVCR1LWKG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Logic","Name","Account","9VFJFQBAZ9JCR8PTY0","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Corp","Name","Account","RC4SSKVZ29GGCTN64O","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Industries","Name","Account","K92P1FIZ3RLMCRIQNS","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Atlas Technologies","Name","Account","7CXGHJSPRHWEUC038D","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Zenith Labs","Name","Account","YHMIBVGZXSHSJGS2XA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Works","Name","Account","MKIUZOXFVWY3INGNHU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Works","Name","Account","KWSL6YCX0GHO0J5KYG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Digital","Name","Account","C7VSYOWAF42IXFICOU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Networks","Name","Account","4GTPITIQAZEKFFKWF8","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Ventures","Name","Account","GMPVMNAOVKQEE5MKXA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Solutions","Name","Account","B5AQFNTD4EQPLUQXWP","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Services","Name","Account","SNTUXLZEDKSEHIB4QS","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Partners","Name","Account","Q67MP6TWGBC9PIVC1S","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Forge Analytics","Name","Account","GDTBRV5VX4KCQK4I7F","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Global","Name","Account","SA0USIB86UET4CXJSJ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Technologies","Name","Account","IN59DNM2KQIPHZNXVZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Logic","Name","Account","YIACA7LZZJ6M5BL8FV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Atlas Labs","Name","Account","DKOMJKGYU6YE3X39X7","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Dynamics","Name","Account","5AT9MP5OAUY9IYZ7K6","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Capital","Name","Account","Q2OVSWBLV8NSGLHDAZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vector Technologies","Name","Account","D232UDYZGO4OOZN3FL","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Global","Name","Account","7JPFGCJ8WGLSGGWCLA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Partners","Name","Account","JWTKZCQRCPZTVJQH7H","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Meridian Group","Name","Account","4H7VASEFMQZONWLUAC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Works","Name","Account","PYHJEEVPYIGGURF668","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Zenith Solutions","Name","Account","7DH9DKIV7NHGUCKVVV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Global","Name","Account","OVTB47HVFDZZ2010Q5","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Solutions","Name","Account","87Y646CPEGGGIYIRVZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Ventures","Name","Account","P354UYFHW3AROOSGWS","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Global","Name","Account","DBKU0ACBWCPNPDVPU8","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vector Capital","Name","Account","2T404NTY0KQGTZV3GN","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Ventures","Name","Account","KXL8CTGGBDAJNDMA97","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Enterprises","Name","Account","N6NH6FZKOM8NJWEGKJ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Catalyst Innovations","Name","Account","MMGXGSDPBK5YDF3JAM","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Logic","Name","Account","RZSIMHO8DNSMB2YOD1","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Systems","Name","Account","YOWEEKCTANON56YHZR","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Networks","Name","Account","CRQ1KQCV8BENT9SIHO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Digital","Name","Account","VN5KGEUNZUKRQEJZ0L","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Global","Name","Account","E6C4ILUEN0A3ET0H9W","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Group","Name","Account","TRUWGR4ICCHF2AVTF1","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vector Services","Name","Account","JW2WJHZHZ6NYG9T1AF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Enterprises","Name","Account","HOCCYDT0K7P52EJJWX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Partners","Name","Account","K1C8GJZ9SYL064SLLL","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Solutions","Name","Account","OVZGWQFAPZRRQKATMO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Solutions","Name","Account","FELHBM9EDHQD7C34LE","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Systems","Name","Account","OANZROTZCAQOEAQ3MZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Industries","Name","Account","CVV68HWK6YCDZT6KKZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Partners","Name","Account","QTTTZDZDI1YYCUAHPH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nova Industries","Name","Account","9QTIITQWNRIXGEIKNQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Corp","Name","Account","VTPFKRB2ICKKJJRBJ7","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Peak Innovations","Name","Account","KVHL38RF2FXQVCV7UM","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Innovations","Name","Account","EZDIJCKJTS1L7WR3EQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Global","Name","Account","LNY56RKTKFXTBFMECD","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Works","Name","Account","X2OHI72QDSIY5CWS1M","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Onyx Labs","Name","Account","LW0DCSFTAB4EBTRJME","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Group","Name","Account","FJBHZOSUJDRWSB3TFO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Ventures","Name","Account","T8BJNONPJYVVVARC65","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Enterprises","Name","Account","LWGSFZYTNOUHIBHKA8","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Technologies","Name","Account","TDG5VP8VVMIN7IVPD5","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Dynamics","Name","Account","YHTBJCPXBB1HTDIGJO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Digital","Name","Account","H9BREZF7RSVIRWMIHX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Corp","Name","Account","GFLHWYVVN1MKUCMNG5","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Solutions","Name","Account","I4KURHVI85EOWSDSZP","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Technologies","Name","Account","IU37NXTVK214FCNBVT","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Labs","Name","Account","DDO6R0VRRQ7TWTENVF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Technologies","Name","Account","3VNVNEZUER5SW9MPTT","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Dynamics","Name","Account","TAME8VMBLZ2U00HKEH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Dynamics","Name","Account","TSJPOPW7YSS0ZJ2CKX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Capital","Name","Account","NOR03QPA0O7EY60AXC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Labs","Name","Account","ESXCHJ5I9ZULDI1AHG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Onyx Systems","Name","Account","GDUFJSDLNVR4B8KBRU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Networks","Name","Account","ZNHL6WLPKEOBE7ZU4I","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Zenith Networks","Name","Account","BMXKFVP7YNXVCDELRY","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Matrix Industries","Name","Account","8AS9B7O74YCLANKSYC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Dynamics","Name","Account","PAULIQ7JACXIES5HSK","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Enterprises","Name","Account","KU8NSNV95VDYZUYO9K","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Group","Name","Account","8AFVTFGLKP5N0VZGMN","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Onyx Networks","Name","Account","HRRJ68H03XKXQUH23B","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Works","Name","Account","YBYDYW5D55GNVUUQGO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Solutions","Name","Account","WLB7JMYU6AKRIQQBI4","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Capital","Name","Account","NAVIR3VT3BHZAOLYGO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Digital","Name","Account","AHU4L4RPBK7W1B3NNI","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Zenith Technologies","Name","Account","PE75GTD94YK1DEHBXB","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Solutions","Name","Account","GPTRDA5RHSOLYJWHYL","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Analytics","Name","Account","HYAMC1PQDHBWVM6JYH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Innovations","Name","Account","P9SABE8EJ6BZROH3VZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Dynamics","Name","Account","6GIPBIRTAXRF9HQ1SD","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Capital","Name","Account","FJISWJH1UVBAHIFOPC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Partners","Name","Account","FACV3VWMEBDMKUJQRQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Enterprises","Name","Account","MBFJ4AQLRWPGADCEU4","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Works","Name","Account","GS4EANPHQGJQQKXLBI","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Corp","Name","Account","PRL6PXAYGT9JFDFPIX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vector Labs","Name","Account","GZWD9SNJUIBQW9RYVO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Analytics","Name","Account","VUO3MGMVMILJTXAWXO","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Global","Name","Account","MMVQ6BEQD2QXOVYK2O","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nova Ventures","Name","Account","CYJTVFB9AYJBGBP6ME","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Analytics","Name","Account","OTBGBYUSHGLU4NGDXG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Labs","Name","Account","F55J7ICE66FOQ1IEZM","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Services","Name","Account","G8ECUDJ90ANM9ZEEOC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Ventures","Name","Account","BHPZRN6J1HHH9WQUQH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Peak Solutions","Name","Account","TAFF1FRBO9VRL6FMPG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Enterprises","Name","Account","C8RHM9LOAYICTKBWOF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Corp","Name","Account","JFXYDKEFDLHPAGMOC9","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Matrix Corp","Name","Account","ZQRX6SIHEA2LZC6S0T","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Forge Industries","Name","Account","XYAIEGUZJSLLT2V6GW","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Atlas Ventures","Name","Account","9KENS3QFNFKA8IZJYY","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Catalyst Innovations","Name","Account","KN059KBPXGVORANZ4Q","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Forge Services","Name","Account","GGT4IAYEM7ADYQNLX0","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Works","Name","Account","6RSXOBQE5XUDIKQDFF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Industries","Name","Account","OGVDACSFPO2XRWXCRQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Innovations","Name","Account","9LRYCYH5TYTS5PYHOV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Peak Enterprises","Name","Account","5RWIN4HKRZSUU0ZDQP","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Enterprises","Name","Account","SRLZDSQTZLUW4FOGEC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Ventures","Name","Account","UY2YQSWK1GNBXEVC29","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Technologies","Name","Account","G35XMWDJBYINEAB2HM","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Dynamics","Name","Account","ZMGP34XSZLXGLWPRUX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Partners","Name","Account","LYJTMXUYHTGJ9N6FDC","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Partners","Name","Account","0DFT2NX9ZFSGYXXDTI","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Capital","Name","Account","BUI3OQIVLRHDIEZDTZ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Meridian Digital","Name","Account","UNLG6NOST3ANDEVVGU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Partners","Name","Account","4C6KYVR2ISPCNW8QEU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Meridian Industries","Name","Account","J0YHQLBEJ6RLXBTFMU","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Group","Name","Account","JOKDX9KGNAY2HYSMHA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Meridian Capital","Name","Account","RFTCCGZSV9NTB2XSNK","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Analytics","Name","Account","MV7VNBJJ9QLAEZICCX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Industries","Name","Account","Q8EQXWKGGH40U2NHQA","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Summit Partners","Name","Account","NPOVOY62HOZW4HDFSN","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Digital","Name","Account","BUSZOR3ABD0MH5HGVQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Works","Name","Account","VA6WWBF8AWLSZT8F7Q","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pulse Dynamics","Name","Account","XN9VKL7VE2CCRVVXUG","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Atlas Works","Name","Account","CRAHO6DA9XV2CQHUJV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Capital","Name","Account","FZIKY7BQL5VEN9HN8F","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Pinnacle Labs","Name","Account","WUZMH8MQBYL0JPVCX2","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Analytics","Name","Account","ZYXEJMLYPK07XGAI1D","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Labs","Name","Account","LMWIYAANNZNPV1ZHW9","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Logic","Name","Account","YRDMDIF5LFUQNCO9EL","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Forge Networks","Name","Account","3XBZ0EDT9PGRYDLLIV","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Forge Services","Name","Account","MAWBBEHL1YH6DT1T0N","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Capital","Name","Account","ECI5Z9M73QINC8A9T9","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Nexus Enterprises","Name","Account","G93TBWPMKLEOYRTM8F","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Group","Name","Account","NH1RVLX3RD5SCOQRY3","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Apex Innovations","Name","Account","UAMIA6Z82MXUUWYTRK","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Prism Dynamics","Name","Account","MCHXO5OYCBBK1I7ET6","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Peak Dynamics","Name","Account","LMMUFXGHY9KZUY02QS","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Ventures","Name","Account","QNY1KILKFVESBP5QVH","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vanguard Group","Name","Account","NN1EZX3B0F00N4QIVP","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Services","Name","Account","3MDJMZB4JTU487O9AD","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cobalt Corp","Name","Account","8LE256DLTEMQGJUAZN","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Ember Labs","Name","Account","QXQWXRC5NONTXKAO45","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Horizon Systems","Name","Account","A7YVFSNIIMBNURDY11","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Orbit Services","Name","Account","KWDLN0R35YKKVI5UMQ","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cipher Networks","Name","Account","QY8OTJOTDRBV97EJ40","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Solutions","Name","Account","KHNXUZJ9DADOQTLJFK","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Helix Networks","Name","Account","H4PCM3ZNS6BEKTRKJF","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Quantum Partners","Name","Account","AMVJ4FUBWGZ85AVWL6","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stratos Global","Name","Account","ZBOT1OUE320MQCXUZS","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Titan Global","Name","Account","U8ZT9ZUUATX8BVIH9Y","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Cascade Partners","Name","Account","EPT5N9DSDN12WDDRN4","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Vertex Capital","Name","Account","UFOBTFIOFT3B5HVOHX","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Stellar Networks","Name","Account","NZHQH7WBDBTQ6PDMIY","Opportunity"
"2026-03-08  20:43:41.908","AccountId","Account.Name","Flux Logic","Name","Account","15Y9QPKNGGNDHUB4RM","Opportunity"
