"Id","Name","StageName","Type","Amount","Probability","CloseDate","LeadSource","IsClosed","IsWon","AccountId","Account.Name"
"N8CEL4PWPFCGY1L1YH","Horizon Industries - New Customer - 00018","Value Proposition","New Customer","110929.94","34","2026-07-26","Web","false","false","Horizon Industries","#N/A"
"JJZBHDUFLW04DOIYPF","Horizon Logic - Existing Customer - Replacement - 00019","Closed Won","Existing Customer - Replacement","113667.12","100","2026-05-22","Other","true","true","Horizon Logic","#N/A"
"VPBGQ9BZHAXNLU6I1N","Nexus Industries - Existing Customer - Replacement - 00020","Closed Lost","Existing Customer - Replacement","37637.3","0","2025-08-03","Purchased List","true","false","Nexus Industries","#N/A"
"WV7IHBWZ30MNMEDTSF","Apex Labs - Existing Customer - Upgrade - 00021","Id. Decision Makers","Existing Customer - Upgrade","81129.25","49","2025-06-02","Trade Show","false","false","Apex Labs","#N/A"
"1BU0XISBXESTEAPPL4","Catalyst Services - Existing Customer - Downgrade - 00022","Closed Won","Existing Customer - Downgrade","225568.82","92","2025-11-24","Purchased List","true","true","Catalyst Services","#N/A"
"XQKZ7Z8AOBXLTKFODH","Apex Enterprises - Existing Customer - Replacement - 00023","Prospecting","Existing Customer - Replacement","45584.63","5","2025-04-22","Purchased List","false","false","Apex Enterprises","#N/A"
"LCDJDOL3L6A53RLGW0","Zenith Services - Existing Customer - Replacement - 00024","Proposal/Price Quote","Existing Customer - Replacement","75078.78","64","2025-04-18","Employee Referral","false","false","Zenith Services","#N/A"
"BK890MTQUDDEPD8NH1","Cobalt Works - Existing Customer - Downgrade - 00025","Qualification","Existing Customer - Downgrade","122537.66","16","2026-05-24","Trade Show","false","false","Cobalt Works","#N/A"
"US24WKQTROGJRTP2JG","Vanguard Innovations - Existing Customer - Downgrade - 00026","Closed Lost","Existing Customer - Downgrade","132593.05","0","2025-12-02","Other","true","false","Vanguard Innovations","#N/A"
"SMA7CP4NLP4D0LZ8FV","Flux Networks - Existing Customer - Replacement - 00027","Closed Lost","Existing Customer - Replacement","94802.66","0","2026-05-31","External Referral","true","false","Flux Networks","#N/A"
"CTREUIQFQYBAE9DPGR","Titan Global - Existing Customer - Downgrade - 00028","Needs Analysis","Existing Customer - Downgrade","13632.43","21","2025-07-03","Other","false","false","Titan Global","#N/A"
"MX5WHFKMQF4CHU6EFC","Ember Global - Existing Customer - Downgrade - 00029","Value Proposition","Existing Customer - Downgrade","45541.12","37","2025-08-05","External Referral","false","false","Ember Global","#N/A"
"ZAMCKMNCSMOKENRNY5","Vertex Systems - Existing Customer - Replacement - 00030","Needs Analysis","Existing Customer - Replacement","788185.17","38","2025-12-11","Partner Referral","false","false","Vertex Systems","#N/A"
"KMLYTXRBXOY0QAEBA1","Cipher Systems - New Customer - 00031","Proposal/Price Quote","New Customer","41506.96","78","2026-07-30","Partner Referral","false","false","Cipher Systems","#N/A"
"LK3T7TFOIWU3EY2BEF","Orbit Logic - New Customer - 00032","Prospecting","New Customer","1269.23","3","2025-06-23","Employee Referral","false","false","Orbit Logic","#N/A"
"DJNKZFECRVOHEJFPMK","Orbit Technologies - Existing Customer - Downgrade - 00033","Qualification","Existing Customer - Downgrade","71799.6","29","2025-03-12","External Referral","false","false","Orbit Technologies","#N/A"
"OTXHI3PAM4YB9UGXIR","Catalyst Networks - Existing Customer - Downgrade - 00034","Negotiation/Review","Existing Customer - Downgrade","118868.19","81","2025-05-02","Trade Show","false","false","Catalyst Networks","#N/A"
"CNIFR2BXYU3LG2LTVF","Horizon Partners - New Customer - 00035","Proposal/Price Quote","New Customer","25764.06","63","2026-04-19","Employee Referral","false","false","Horizon Partners","#N/A"
"DLDLWC99Y5E1GENSEU","Pinnacle Systems - Existing Customer - Replacement - 00036","Closed Won","Existing Customer - Replacement","10786.0","100","2025-06-13","Partner Referral","true","true","Pinnacle Systems","#N/A"
"1ZB4MMTWZWD1UPZHYC","Helix Labs - Existing Customer - Downgrade - 00037","Perception Analysis","Existing Customer - Downgrade","15175.6","59","2026-03-19","External Referral","false","false","Helix Labs","#N/A"
"U7MD5UJ9XBNZXXSTKH","Vanguard Works - New Customer - 00038","Id. Decision Makers","New Customer","144516.87","53","2026-07-27","Trade Show","false","false","Vanguard Works","#N/A"
"O6VCKXUDYMYYDZZTIZ","Onyx Group - Existing Customer - Replacement - 00039","Perception Analysis","Existing Customer - Replacement","12459.11","53","2026-07-09","External Referral","false","false","Onyx Group","#N/A"
"XJLCOJAK9JD0MBYPPA","Vertex Dynamics - Existing Customer - Replacement - 00040","Qualification","Existing Customer - Replacement","53502.09","12","2025-04-24","Purchased List","false","false","Vertex Dynamics","#N/A"
"IO1XTWZBHECCAZNZAC","Pinnacle Digital - New Customer - 00041","Prospecting","New Customer","35793.48","5","2025-11-21","Employee Referral","false","false","Pinnacle Digital","#N/A"
"YO6BGEQAWED0XWUFBL","Pulse Corp - New Customer - 00042","Qualification","New Customer","125722.27","11","2025-09-09","Phone Inquiry","false","false","Pulse Corp","#N/A"
"CDIKRNSJRCK1DIGD3J","Nexus Logic - Existing Customer - Replacement - 00043","Id. Decision Makers","Existing Customer - Replacement","69522.93","47","2026-06-10","Trade Show","false","false","Nexus Logic","#N/A"
"RQXTKMSFUVWY7B1IFE","Cobalt Industries - Existing Customer - Upgrade - 00044","Closed Lost","Existing Customer - Upgrade","3855.64","0","2025-11-27","Purchased List","true","false","Cobalt Industries","#N/A"
"36LP9F1SQJ0SWUEPUX","Pulse Dynamics - Existing Customer - Downgrade - 00045","Prospecting","Existing Customer - Downgrade","43571.01","16","2026-03-11","Phone Inquiry","false","false","Pulse Dynamics","#N/A"
"8UCSCL5WGAVCR1LWKG","Horizon Services - Existing Customer - Upgrade - 00046","Qualification","Existing Customer - Upgrade","82217.96","20","2025-04-03","Web","false","false","Horizon Services","#N/A"
"9VFJFQBAZ9JCR8PTY0","Flux Logic - Existing Customer - Upgrade - 00047","Qualification","Existing Customer - Upgrade","54552.0","19","2026-06-24","Employee Referral","false","false","Flux Logic","#N/A"
"RC4SSKVZ29GGCTN64O","Summit Corp - Existing Customer - Upgrade - 00048","Prospecting","Existing Customer - Upgrade","121312.31","0","2026-07-16","Partner Referral","false","false","Summit Corp","#N/A"
"K92P1FIZ3RLMCRIQNS","Apex Industries - Existing Customer - Upgrade - 00049","Id. Decision Makers","Existing Customer - Upgrade","4202.73","42","2026-04-12","Purchased List","false","false","Apex Industries","#N/A"
"7CXGHJSPRHWEUC038D","Atlas Technologies - Existing Customer - Downgrade - 00050","Closed Won","Existing Customer - Downgrade","766513.56","100","2025-12-29","Employee Referral","true","true","Atlas Technologies","#N/A"
"YHMIBVGZXSHSJGS2XA","Zenith Labs - Existing Customer - Downgrade - 00051","Perception Analysis","Existing Customer - Downgrade","127419.69","56","2026-05-13","Purchased List","false","false","Zenith Labs","#N/A"
"MKIUZOXFVWY3INGNHU","Stellar Works - Existing Customer - Downgrade - 00052","Qualification","Existing Customer - Downgrade","6185.49","24","2026-02-25","External Referral","false","false","Stellar Works","#N/A"
"KWSL6YCX0GHO0J5KYG","Stratos Works - Existing Customer - Replacement - 00053","Prospecting","Existing Customer - Replacement","44681.02","3","2026-02-17","Purchased List","false","false","Stratos Works","#N/A"
"C7VSYOWAF42IXFICOU","Summit Digital - Existing Customer - Downgrade - 00054","Needs Analysis","Existing Customer - Downgrade","407421.28","36","2026-03-10","Employee Referral","false","false","Summit Digital","#N/A"
"4GTPITIQAZEKFFKWF8","Ember Networks - Existing Customer - Upgrade - 00055","Closed Won","Existing Customer - Upgrade","76849.54","93","2026-07-14","Other","true","true","Ember Networks","#N/A"
"GMPVMNAOVKQEE5MKXA","Apex Ventures - Existing Customer - Downgrade - 00056","Qualification","Existing Customer - Downgrade","49174.0","17","2025-04-24","Phone Inquiry","false","false","Apex Ventures","#N/A"
"B5AQFNTD4EQPLUQXWP","Vertex Solutions - Existing Customer - Upgrade - 00057","Needs Analysis","Existing Customer - Upgrade","34424.87","24","2025-07-08","Partner Referral","false","false","Vertex Solutions","#N/A"
"SNTUXLZEDKSEHIB4QS","Flux Services - Existing Customer - Replacement - 00058","Needs Analysis","Existing Customer - Replacement","557962.88","37","2025-12-05","Trade Show","false","false","Flux Services","#N/A"
"Q67MP6TWGBC9PIVC1S","Cobalt Partners - New Customer - 00059","Closed Won","New Customer","238540.02","100","2026-06-18","Web","true","true","Cobalt Partners","#N/A"
"GDTBRV5VX4KCQK4I7F","Forge Analytics - New Customer - 00060","Closed Won","New Customer","50922.29","100","2026-03-12","Web","true","true","Forge Analytics","#N/A"
"SA0USIB86UET4CXJSJ","Horizon Global - Existing Customer - Downgrade - 00061","Closed Won","Existing Customer - Downgrade","16341.64","99","2025-07-26","Phone Inquiry","true","true","Horizon Global","#N/A"
"IN59DNM2KQIPHZNXVZ","Titan Technologies - New Customer - 00062","Id. Decision Makers","New Customer","185264.2","43","2025-12-25","Purchased List","false","false","Titan Technologies","#N/A"
"YIACA7LZZJ6M5BL8FV","Quantum Logic - Existing Customer - Downgrade - 00063","Needs Analysis","Existing Customer - Downgrade","71193.15","36","2026-08-31","Trade Show","false","false","Quantum Logic","#N/A"
"DKOMJKGYU6YE3X39X7","Atlas Labs - Existing Customer - Downgrade - 00064","Qualification","Existing Customer - Downgrade","341965.09","19","2026-03-12","Employee Referral","false","false","Atlas Labs","#N/A"
"5AT9MP5OAUY9IYZ7K6","Stellar Dynamics - New Customer - 00065","Closed Won","New Customer","28672.11","91","2025-08-22","Phone Inquiry","true","true","Stellar Dynamics","#N/A"
"Q2OVSWBLV8NSGLHDAZ","Orbit Capital - Existing Customer - Upgrade - 00066","Closed Won","Existing Customer - Upgrade","267170.21","100","2026-01-12","Web","true","true","Orbit Capital","#N/A"
"D232UDYZGO4OOZN3FL","Vector Technologies - Existing Customer - Replacement - 00067","Prospecting","Existing Customer - Replacement","105296.92","12","2025-10-03","Partner Referral","false","false","Vector Technologies","#N/A"
"7JPFGCJ8WGLSGGWCLA","Cipher Global - Existing Customer - Downgrade - 00068","Proposal/Price Quote","Existing Customer - Downgrade","39147.55","61","2026-01-09","Trade Show","false","false","Cipher Global","#N/A"
"JWTKZCQRCPZTVJQH7H","Vanguard Partners - Existing Customer - Upgrade - 00069","Value Proposition","Existing Customer - Upgrade","14960.94","37","2026-01-20","Other","false","false","Vanguard Partners","#N/A"
"4H7VASEFMQZONWLUAC","Meridian Group - New Customer - 00070","Negotiation/Review","New Customer","286798.86","87","2025-11-26","Web","false","false","Meridian Group","#N/A"
"PYHJEEVPYIGGURF668","Titan Works - Existing Customer - Downgrade - 00071","Value Proposition","Existing Customer - Downgrade","1019349.33","37","2025-11-27","Phone Inquiry","false","false","Titan Works","#N/A"
"7DH9DKIV7NHGUCKVVV","Zenith Solutions - New Customer - 00072","Prospecting","New Customer","10294.75","11","2025-11-03","External Referral","false","false","Zenith Solutions","#N/A"
"OVTB47HVFDZZ2010Q5","Prism Global - Existing Customer - Upgrade - 00073","Closed Lost","Existing Customer - Upgrade","14457.05","0","2025-07-28","Trade Show","true","false","Prism Global","#N/A"
"87Y646CPEGGGIYIRVZ","Quantum Solutions - Existing Customer - Replacement - 00074","Needs Analysis","Existing Customer - Replacement","141566.01","37","2025-06-15","Purchased List","false","false","Quantum Solutions","#N/A"
"P354UYFHW3AROOSGWS","Vanguard Ventures - New Customer - 00075","Qualification","New Customer","230284.3","18","2026-06-06","Employee Referral","false","false","Vanguard Ventures","#N/A"
"DBKU0ACBWCPNPDVPU8","Quantum Global - Existing Customer - Downgrade - 00076","Proposal/Price Quote","Existing Customer - Downgrade","80611.14","76","2026-07-21","Other","false","false","Quantum Global","#N/A"
"2T404NTY0KQGTZV3GN","Vector Capital - Existing Customer - Upgrade - 00077","Qualification","Existing Customer - Upgrade","82395.09","12","2026-08-14","External Referral","false","false","Vector Capital","#N/A"
"KXL8CTGGBDAJNDMA97","Pinnacle Ventures - Existing Customer - Downgrade - 00078","Needs Analysis","Existing Customer - Downgrade","71230.55","31","2025-07-08","Web","false","false","Pinnacle Ventures","#N/A"
"N6NH6FZKOM8NJWEGKJ","Flux Enterprises - Existing Customer - Upgrade - 00079","Prospecting","Existing Customer - Upgrade","22746.04","16","2025-07-31","Phone Inquiry","false","false","Flux Enterprises","#N/A"
"MMGXGSDPBK5YDF3JAM","Catalyst Innovations - Existing Customer - Replacement - 00080","Id. Decision Makers","Existing Customer - Replacement","48713.66","57","2026-02-27","Other","false","false","Catalyst Innovations","#N/A"
"RZSIMHO8DNSMB2YOD1","Stratos Logic - Existing Customer - Replacement - 00081","Id. Decision Makers","Existing Customer - Replacement","41682.83","55","2026-08-05","External Referral","false","false","Stratos Logic","#N/A"
"YOWEEKCTANON56YHZR","Prism Systems - Existing Customer - Upgrade - 00082","Negotiation/Review","Existing Customer - Upgrade","5254.53","75","2026-04-30","Trade Show","false","false","Prism Systems","#N/A"
"CRQ1KQCV8BENT9SIHO","Vertex Networks - New Customer - 00083","Id. Decision Makers","New Customer","197124.67","42","2025-07-11","External Referral","false","false","Vertex Networks","#N/A"
"VN5KGEUNZUKRQEJZ0L","Ember Digital - New Customer - 00084","Closed Lost","New Customer","141081.05","3","2025-03-26","Purchased List","true","false","Ember Digital","#N/A"
"E6C4ILUEN0A3ET0H9W","Cipher Global - New Customer - 00085","Proposal/Price Quote","New Customer","109336.75","76","2026-06-04","Other","false","false","Cipher Global","#N/A"
"TRUWGR4ICCHF2AVTF1","Stellar Group - Existing Customer - Downgrade - 00086","Proposal/Price Quote","Existing Customer - Downgrade","38355.0","64","2026-02-18","Web","false","false","Stellar Group","#N/A"
"JW2WJHZHZ6NYG9T1AF","Vector Services - Existing Customer - Replacement - 00087","Prospecting","Existing Customer - Replacement","28435.35","3","2025-06-16","Employee Referral","false","false","Vector Services","#N/A"
"HOCCYDT0K7P52EJJWX","Helix Enterprises - Existing Customer - Replacement - 00088","Qualification","Existing Customer - Replacement","73917.7","11","2026-02-03","Phone Inquiry","false","false","Helix Enterprises","#N/A"
"K1C8GJZ9SYL064SLLL","Cascade Partners - Existing Customer - Downgrade - 00089","Prospecting","Existing Customer - Downgrade","26610.69","4","2025-07-08","Phone Inquiry","false","false","Cascade Partners","#N/A"
"OVZGWQFAPZRRQKATMO","Nexus Solutions - Existing Customer - Upgrade - 00090","Closed Won","Existing Customer - Upgrade","51834.58","91","2025-07-02","External Referral","true","true","Nexus Solutions","#N/A"
"FELHBM9EDHQD7C34LE","Nexus Solutions - Existing Customer - Downgrade - 00091","Id. Decision Makers","Existing Customer - Downgrade","47334.97","51","2025-03-26","Phone Inquiry","false","false","Nexus Solutions","#N/A"
"OANZROTZCAQOEAQ3MZ","Stellar Systems - New Customer - 00092","Proposal/Price Quote","New Customer","236492.75","62","2026-04-27","Purchased List","false","false","Stellar Systems","#N/A"
"CVV68HWK6YCDZT6KKZ","Vertex Industries - Existing Customer - Upgrade - 00093","Negotiation/Review","Existing Customer - Upgrade","175503.1","79","2026-05-14","Partner Referral","false","false","Vertex Industries","#N/A"
"QTTTZDZDI1YYCUAHPH","Summit Partners - Existing Customer - Downgrade - 00094","Prospecting","Existing Customer - Downgrade","73016.09","5","2025-05-07","Other","false","false","Summit Partners","#N/A"
"9QTIITQWNRIXGEIKNQ","Nova Industries - Existing Customer - Downgrade - 00095","Needs Analysis","Existing Customer - Downgrade","122451.56","21","2026-08-11","Trade Show","false","false","Nova Industries","#N/A"
"VTPFKRB2ICKKJJRBJ7","Stellar Corp - New Customer - 00096","Closed Won","New Customer","594070.19","94","2025-12-18","Other","true","true","Stellar Corp","#N/A"
"KVHL38RF2FXQVCV7UM","Peak Innovations - Existing Customer - Replacement - 00097","Perception Analysis","Existing Customer - Replacement","90066.57","54","2026-01-30","Trade Show","false","false","Peak Innovations","#N/A"
"EZDIJCKJTS1L7WR3EQ","Apex Innovations - Existing Customer - Replacement - 00098","Closed Lost","Existing Customer - Replacement","461388.24","3","2025-03-11","Web","true","false","Apex Innovations","#N/A"
"LNY56RKTKFXTBFMECD","Ember Global - Existing Customer - Downgrade - 00099","Id. Decision Makers","Existing Customer - Downgrade","72335.28","47","2026-06-05","Employee Referral","false","false","Ember Global","#N/A"
"X2OHI72QDSIY5CWS1M","Pinnacle Works - Existing Customer - Replacement - 00100","Closed Won","Existing Customer - Replacement","2852.53","100","2025-03-15","Employee Referral","true","true","Pinnacle Works","#N/A"
"LW0DCSFTAB4EBTRJME","Onyx Labs - Existing Customer - Upgrade - 00101","Id. Decision Makers","Existing Customer - Upgrade","264439.16","56","2026-03-08","Web","false","false","Onyx Labs","#N/A"
"FJBHZOSUJDRWSB3TFO","Apex Group - Existing Customer - Downgrade - 00102","Needs Analysis","Existing Customer - Downgrade","7629.66","24","2025-10-07","Trade Show","false","false","Apex Group","#N/A"
"T8BJNONPJYVVVARC65","Helix Ventures - Existing Customer - Downgrade - 00103","Closed Won","Existing Customer - Downgrade","292813.54","100","2026-07-25","Phone Inquiry","true","true","Helix Ventures","#N/A"
"LWGSFZYTNOUHIBHKA8","Nexus Enterprises - Existing Customer - Upgrade - 00104","Proposal/Price Quote","Existing Customer - Upgrade","102179.52","79","2025-07-15","Phone Inquiry","false","false","Nexus Enterprises","#N/A"
"TDG5VP8VVMIN7IVPD5","Quantum Technologies - Existing Customer - Replacement - 00105","Closed Won","Existing Customer - Replacement","104599.5","100","2026-06-14","Purchased List","true","true","Quantum Technologies","#N/A"
"YHTBJCPXBB1HTDIGJO","Cascade Dynamics - New Customer - 00106","Closed Lost","New Customer","11678.8","8","2026-08-18","Trade Show","true","false","Cascade Dynamics","#N/A"
"H9BREZF7RSVIRWMIHX","Cipher Digital - Existing Customer - Replacement - 00107","Needs Analysis","Existing Customer - Replacement","55137.19","38","2026-04-12","Employee Referral","false","false","Cipher Digital","#N/A"
"GFLHWYVVN1MKUCMNG5","Stellar Corp - Existing Customer - Upgrade - 00108","Closed Won","Existing Customer - Upgrade","19726.22","100","2025-06-14","Employee Referral","true","true","Stellar Corp","#N/A"
"I4KURHVI85EOWSDSZP","Cascade Solutions - Existing Customer - Replacement - 00109","Proposal/Price Quote","Existing Customer - Replacement","18605.6","76","2026-02-18","Other","false","false","Cascade Solutions","#N/A"
"IU37NXTVK214FCNBVT","Stellar Technologies - Existing Customer - Upgrade - 00110","Perception Analysis","Existing Customer - Upgrade","222383.5","62","2025-06-12","Phone Inquiry","false","false","Stellar Technologies","#N/A"
"DDO6R0VRRQ7TWTENVF","Ember Labs - New Customer - 00111","Qualification","New Customer","5032.74","11","2025-05-12","Web","false","false","Ember Labs","#N/A"
"3VNVNEZUER5SW9MPTT","Cascade Technologies - New Customer - 00112","Closed Won","New Customer","74700.52","100","2025-06-19","Other","true","true","Cascade Technologies","#N/A"
"TAME8VMBLZ2U00HKEH","Stratos Dynamics - Existing Customer - Downgrade - 00113","Needs Analysis","Existing Customer - Downgrade","12681.42","28","2025-03-17","Employee Referral","false","false","Stratos Dynamics","#N/A"
"TSJPOPW7YSS0ZJ2CKX","Stratos Dynamics - New Customer - 00114","Closed Won","New Customer","130387.14","100","2025-04-02","Trade Show","true","true","Stratos Dynamics","#N/A"
"NOR03QPA0O7EY60AXC","Vanguard Capital - New Customer - 00115","Proposal/Price Quote","New Customer","166203.95","65","2025-07-14","Phone Inquiry","false","false","Vanguard Capital","#N/A"
"ESXCHJ5I9ZULDI1AHG","Ember Labs - Existing Customer - Downgrade - 00116","Id. Decision Makers","Existing Customer - Downgrade","3695.86","46","2025-05-07","Partner Referral","false","false","Ember Labs","#N/A"
"GDUFJSDLNVR4B8KBRU","Onyx Systems - Existing Customer - Replacement - 00117","Id. Decision Makers","Existing Customer - Replacement","72792.09","52","2025-08-03","Other","false","false","Onyx Systems","#N/A"
"ZNHL6WLPKEOBE7ZU4I","Quantum Networks - New Customer - 00118","Needs Analysis","New Customer","7872.06","27","2025-05-01","Partner Referral","false","false","Quantum Networks","#N/A"
"BMXKFVP7YNXVCDELRY","Zenith Networks - Existing Customer - Upgrade - 00119","Closed Lost","Existing Customer - Upgrade","18730.8","1","2026-02-09","Phone Inquiry","true","false","Zenith Networks","#N/A"
"8AS9B7O74YCLANKSYC","Matrix Industries - Existing Customer - Replacement - 00120","Value Proposition","Existing Customer - Replacement","33720.64","44","2025-03-10","Employee Referral","false","false","Matrix Industries","#N/A"
"PAULIQ7JACXIES5HSK","Prism Dynamics - Existing Customer - Upgrade - 00121","Id. Decision Makers","Existing Customer - Upgrade","42146.04","44","2026-02-09","Purchased List","false","false","Prism Dynamics","#N/A"
"KU8NSNV95VDYZUYO9K","Flux Enterprises - New Customer - 00122","Needs Analysis","New Customer","10391.05","26","2025-07-02","Trade Show","false","false","Flux Enterprises","#N/A"
"8AFVTFGLKP5N0VZGMN","Vertex Group - Existing Customer - Replacement - 00123","Needs Analysis","Existing Customer - Replacement","28309.5","25","2026-02-17","Web","false","false","Vertex Group","#N/A"
"HRRJ68H03XKXQUH23B","Onyx Networks - Existing Customer - Upgrade - 00124","Needs Analysis","Existing Customer - Upgrade","90055.98","29","2025-10-08","Other","false","false","Onyx Networks","#N/A"
"YBYDYW5D55GNVUUQGO","Quantum Works - Existing Customer - Replacement - 00125","Value Proposition","Existing Customer - Replacement","105984.61","50","2026-01-26","Partner Referral","false","false","Quantum Works","#N/A"
"WLB7JMYU6AKRIQQBI4","Orbit Solutions - New Customer - 00126","Needs Analysis","New Customer","140613.44","25","2025-08-06","Purchased List","false","false","Orbit Solutions","#N/A"
"NAVIR3VT3BHZAOLYGO","Summit Capital - Existing Customer - Replacement - 00127","Negotiation/Review","Existing Customer - Replacement","136552.26","86","2025-05-29","Partner Referral","false","false","Summit Capital","#N/A"
"AHU4L4RPBK7W1B3NNI","Prism Digital - Existing Customer - Upgrade - 00128","Proposal/Price Quote","Existing Customer - Upgrade","214833.99","70","2026-08-10","Employee Referral","false","false","Prism Digital","#N/A"
"PE75GTD94YK1DEHBXB","Zenith Technologies - Existing Customer - Replacement - 00129","Id. Decision Makers","Existing Customer - Replacement","55353.74","53","2026-04-21","Trade Show","false","false","Zenith Technologies","#N/A"
"GPTRDA5RHSOLYJWHYL","Quantum Solutions - Existing Customer - Upgrade - 00130","Needs Analysis","Existing Customer - Upgrade","172403.6","38","2026-01-14","External Referral","false","false","Quantum Solutions","#N/A"
"HYAMC1PQDHBWVM6JYH","Pinnacle Analytics - Existing Customer - Replacement - 00131","Proposal/Price Quote","Existing Customer - Replacement","56399.57","65","2026-08-20","Other","false","false","Pinnacle Analytics","#N/A"
"P9SABE8EJ6BZROH3VZ","Titan Innovations - Existing Customer - Replacement - 00132","Prospecting","Existing Customer - Replacement","41889.77","6","2026-03-18","Employee Referral","false","false","Titan Innovations","#N/A"
"6GIPBIRTAXRF9HQ1SD","Cipher Dynamics - Existing Customer - Upgrade - 00133","Value Proposition","Existing Customer - Upgrade","10664.91","36","2026-03-09","External Referral","false","false","Cipher Dynamics","#N/A"
"FJISWJH1UVBAHIFOPC","Flux Capital - New Customer - 00134","Perception Analysis","New Customer","23202.63","70","2025-12-13","Other","false","false","Flux Capital","#N/A"
"FACV3VWMEBDMKUJQRQ","Pulse Partners - Existing Customer - Replacement - 00135","Closed Won","Existing Customer - Replacement","108465.69","100","2026-02-24","Web","true","true","Pulse Partners","#N/A"
"MBFJ4AQLRWPGADCEU4","Summit Enterprises - New Customer - 00136","Closed Won","New Customer","6587.54","95","2025-10-07","External Referral","true","true","Summit Enterprises","#N/A"
"GS4EANPHQGJQQKXLBI","Quantum Works - Existing Customer - Downgrade - 00137","Proposal/Price Quote","Existing Customer - Downgrade","34932.08","75","2025-09-15","External Referral","false","false","Quantum Works","#N/A"
"PRL6PXAYGT9JFDFPIX","Flux Corp - Existing Customer - Upgrade - 00138","Negotiation/Review","Existing Customer - Upgrade","39606.81","82","2026-03-25","External Referral","false","false","Flux Corp","#N/A"
"GZWD9SNJUIBQW9RYVO","Vector Labs - New Customer - 00139","Qualification","New Customer","28347.8","16","2026-04-24","External Referral","false","false","Vector Labs","#N/A"
"VUO3MGMVMILJTXAWXO","Pulse Analytics - New Customer - 00140","Proposal/Price Quote","New Customer","19456.67","61","2025-10-02","Partner Referral","false","false","Pulse Analytics","#N/A"
