"Id","Name","ParentId","Industry","Parent.Name"
"WAD0QBPYA2FLOLH1TQ","Cascade Logic","#N/A","Financial Services","#N/A"
"GTWKADTY0YSG1W89SM","Cascade Networks","#N/A","Media","#N/A"
"ESCJBOJP0TAWZRXIR7","Cascade Partners","#N/A","Real Estate","#N/A"
"TOLIHA88QK5YDS1OJB","Cascade Services","#N/A","Real Estate","#N/A"
"JWOPUSKZ2A3PZHXRRA","Cascade Solutions","#N/A","Technology","#N/A"
"69TKZIDOS2IJCDHBT1","Cascade Systems","#N/A","Media","#N/A"
"GOBWEWHIGF475GUSEN","Cascade Technologies","#N/A","Media","#N/A"
"FSQYLLWTUFSB3A7JEA","Cascade Ventures","#N/A","Financial Services","#N/A"
"DMBXGFZPZQJUHPKRY9","Cascade Works","#N/A","Energy","#N/A"
"5FRCVDTZP4OUPRLELW","Catalyst Analytics","#N/A","Financial Services","#N/A"
"1GSOXJV7WVVLUTPHVT","Catalyst Capital","#N/A","Education","#N/A"
"YNWMVH5XKKHCAOMYYP","Catalyst Corp","#N/A","Media","#N/A"
"CYVM7S9EXFPQG9APL5","Catalyst Digital","#N/A","Technology","#N/A"
"LZRRE0VNIKS3FI1WW6","Catalyst Dynamics","#N/A","Healthcare","#N/A"
"0AXOMFOCEQU3UHDIWX","Catalyst Enterprises","#N/A","Energy","#N/A"
"UNEXROUUKCGFNBYNYP","Catalyst Global","#N/A","Education","#N/A"
"2I96PATYXNUGWTKCES","Catalyst Group","#N/A","Consulting","#N/A"
"Y6K71BN5VV7RYJUHBC","Catalyst Industries","#N/A","Technology","#N/A"
"TXOUYA1FWNWBG8WG1M","Catalyst Innovations","#N/A","Retail","#N/A"
"DZFL7CJJYRCSH2WTPI","Catalyst Labs","#N/A","Energy","#N/A"
"BYEW1B0TXFVRNPWDFC","Catalyst Logic","#N/A","Retail","#N/A"
"TBGDMKY82WGBYSGHX7","Catalyst Networks","#N/A","Real Estate","#N/A"
"RBORSPFUIUXVHT2ULE","Catalyst Partners","#N/A","Consulting","#N/A"
"HOCTSGRD9KTON0RPVN","Catalyst Services","#N/A","Real Estate","#N/A"
"QANHICAJMU9ERPOIEV","Catalyst Solutions","#N/A","Manufacturing","#N/A"
"ZT0SYCSYUAJBUOUTK6","Catalyst Systems","#N/A","Healthcare","#N/A"
"9O32XNWH7M6TB3VJUK","Catalyst Technologies","#N/A","Real Estate","#N/A"
"PBXNSW1NYVWABRMMOW","Catalyst Ventures","#N/A","Education","#N/A"
"6DXQ11M1LVCPR6JQGS","Catalyst Works","#N/A","Technology","#N/A"
"VTGIAQRPKXXY4K8RT2","Cipher Analytics","#N/A","Consulting","#N/A"
"SHKWKWQWRVSGUKOI6D","Cipher Capital","#N/A","Education","#N/A"
"7Z9ZVZXDKQXTOGPNB3","Cipher Corp","#N/A","Technology","#N/A"
"VO1ZKG77OQRIPTIZDJ","Cipher Digital","#N/A","Healthcare","#N/A"
"FH7UXYULVG9HV3BFJC","Cipher Dynamics","#N/A","Energy","#N/A"
"Q5P4ZTYTI5FHRCLQLI","Cipher Enterprises","#N/A","Education","#N/A"
"ZIEQHGLIVIGFBREFLG","Cipher Global","#N/A","Media","#N/A"
"Q7ZB12GDJKV0BIDUUO","Cipher Group","#N/A","Real Estate","#N/A"
"QVVUP5Q9NJAC0JCLNM","Cipher Industries","#N/A","Technology","#N/A"
"LIRYVIE0UHMF706KFA","Cipher Innovations","#N/A","Education","#N/A"
"ZJYS3VPZF7DA9FVWFD","Cipher Labs","#N/A","Education","#N/A"
"P0XO0FAJNL52IA7HVD","Cipher Logic","#N/A","Financial Services","#N/A"
"D3HQ6WHE8XFANFCMP7","Cipher Networks","#N/A","Consulting","#N/A"
"TLBNXYZQSNNVFYDXIB","Cipher Partners","#N/A","Healthcare","#N/A"
"HNVR0MLAPWGGKNWSSV","Cipher Services","#N/A","Consulting","#N/A"
"QA1K21WKPCHFINFKER","Cipher Solutions","#N/A","Manufacturing","#N/A"
"IFJYR5TLLQY1XFZRYZ","Cipher Systems","#N/A","Financial Services","#N/A"
"JABYXRBCTGGROCDSFJ","Cipher Technologies","#N/A","Education","#N/A"
"ZZBESCSDUYSATGRAX2","Cipher Ventures","#N/A","Manufacturing","#N/A"
"YXVT9XUYGGTNPHLODK","Cipher Works","#N/A","Consulting","#N/A"
"FCBU9FYEJSWIVQYOSS","Cobalt Analytics","#N/A","Healthcare","#N/A"
"WANSLQETU4ACREE4VX","Cobalt Capital","#N/A","Media","#N/A"
"LGB7DNDTL4ESZGTTZX","Cobalt Corp","#N/A","Real Estate","#N/A"
"EOAVEU13DXPICRCQL5","Cobalt Digital","#N/A","Manufacturing","#N/A"
"HR8OOAPE278WUTO5WD","Cobalt Dynamics","#N/A","Manufacturing","#N/A"
"GF9WEJTJ9FLADUDNBZ","Cobalt Enterprises","#N/A","Education","#N/A"
"LWYO2PTI0TVU0ELORK","Cobalt Global","#N/A","Education","#N/A"
"LOLBW2XDHDEHCM0YN6","Cobalt Group","#N/A","Retail","#N/A"
"EZGZL7RSKAQLPUUDSW","Cobalt Industries","#N/A","Consulting","#N/A"
"GSNEORDDHGTHMMSHVD","Cobalt Innovations","#N/A","Energy","#N/A"
"VMFMROV1NMHHQTSW6Y","Cobalt Labs","#N/A","Retail","#N/A"
"V77LXUK4ML2W2RRY0O","Cobalt Logic","#N/A","Technology","#N/A"
"WQCXGZLYAYUMUPC89F","Cobalt Networks","#N/A","Healthcare","#N/A"
"L6EJ32PBWDDSCUCNEJ","Cobalt Partners","#N/A","Education","#N/A"
"EVFSNJOXW08NZLSILE","Cobalt Services","#N/A","Education","#N/A"
"RSEOIYITQBILARBJSM","Cobalt Solutions","#N/A","Media","#N/A"
"HXTHUE14AHXUKPLKWH","Cobalt Systems","#N/A","Media","#N/A"
"C9LRFZSQQWJSDAJRTN","Cobalt Technologies","#N/A","Consulting","#N/A"
"BWYHRJNFLTA2IWBZL0","Cobalt Ventures","#N/A","Consulting","#N/A"
"INLI793SUOA8TEXCVW","Cobalt Works","#N/A","Healthcare","#N/A"
"AFIFQWDGTCUM6NL7XX","Ember Analytics","#N/A","Media","#N/A"
"ZGZFV2OHMDGZLNLTTK","Ember Capital","#N/A","Consulting","#N/A"
"C4RMVTDCXTQEIWSHTF","Ember Corp","#N/A","Consulting","#N/A"
"UXYNQPOWO6MF1WWE2T","Ember Digital","#N/A","Retail","#N/A"
"GU45XGHKEQO4SFPLKK","Ember Dynamics","#N/A","Media","#N/A"
"FLD7L99KQJGQW8V1UJ","Ember Enterprises","#N/A","Real Estate","#N/A"
"UKA7X3EMQZ0L8JGL60","Ember Global","#N/A","Education","#N/A"
"QXDMTQAFDZYPEPYHMQ","Ember Group","#N/A","Healthcare","#N/A"
"3HHCQUE7UZLP7IKZKI","Ember Industries","#N/A","Manufacturing","#N/A"
"R16GM3MEWLAWDTC5C2","Ember Innovations","#N/A","Media","#N/A"
"BIZXPRVBVHQ6UQP4FK","Ember Labs","#N/A","Healthcare","#N/A"
"HNBBPBVPNUPG3AUE8Y","Ember Logic","#N/A","Healthcare","#N/A"
"8XSA17542FS7BY7Y92","Ember Networks","#N/A","Energy","#N/A"
"MTPR4DWAGZYLTTCV1H","Ember Partners","#N/A","Financial Services","#N/A"
"9GU6JQ1N3V88C19YGO","Ember Services","#N/A","Retail","#N/A"
"NNTPJR5B31PFSQ11WW","Ember Solutions","#N/A","Healthcare","#N/A"
"MRDOH2XWLZFU95Z9PN","Ember Systems","#N/A","Healthcare","#N/A"
"RXMSQWMNQVTUXZXKD6","Ember Technologies","#N/A","Financial Services","#N/A"
"E9STALJPEFWVRDP6YC","Ember Ventures","#N/A","Retail","#N/A"
"V71THPXZHQNKAMQHGY","Ember Works","#N/A","Healthcare","#N/A"
"RAINMTVIY0AHTN8HV6","Flux Analytics","#N/A","Financial Services","#N/A"
"MXPBFP8B3JIJOEIJR1","Flux Capital","#N/A","Media","#N/A"
"ZIT3HUCRIS8F4JZQJJ","Flux Corp","#N/A","Financial Services","#N/A"
"Q2L9MPMCVDDV5RI5H0","Flux Digital","#N/A","Manufacturing","#N/A"
"IFVKVWJVWPXIRLTGES","Flux Dynamics","#N/A","Consulting","#N/A"
"M00DV79WDQBBCY4AQH","Flux Enterprises","#N/A","Technology","#N/A"
"K337COFPTYMJSLFTFQ","Flux Global","#N/A","Retail","#N/A"
"OFV0ZRWSDW0NJIMBEL","Flux Group","#N/A","Energy","#N/A"
"202W3LZQ1M3NUNTCYD","Flux Industries","#N/A","Consulting","#N/A"
"DKNQQLGWTPXPEBBUVX","Flux Innovations","#N/A","Financial Services","#N/A"
"AO66FOEDHRJLFAZAUV","Flux Labs","#N/A","Media","#N/A"
"AUMIA6Y3RDSYPMNO68","Flux Logic","#N/A","Education","#N/A"
"ZMYRPS6Z27ICDK5DEA","Flux Networks","#N/A","Energy","#N/A"
"H394SITYG6XAEBPTFG","Flux Partners","#N/A","Media","#N/A"
"ZZV2FFTQI41LHHEQTX","Flux Services","#N/A","Technology","#N/A"
"MNGR1EH57HQYGYZ3JV","Flux Solutions","#N/A","Retail","#N/A"
"CSE8ADBLMBJHCA1L3Q","Flux Systems","#N/A","Manufacturing","#N/A"
"JOVDBQRABEWB8YZ6N7","Flux Technologies","#N/A","Healthcare","#N/A"
"QVEZQOC02JIKGZUYRN","Flux Ventures","#N/A","Technology","#N/A"
"SMRLLMOBUFHEQESJHT","Flux Works","#N/A","Manufacturing","#N/A"
"SAADAXTTK45YK6CPY5","Forge Analytics","#N/A","Consulting","#N/A"
"6LFUF7MMWLNYCIQRRH","Forge Capital","#N/A","Education","#N/A"
"JTJYYKC2COFXPZ3YDG","Forge Corp","#N/A","Energy","#N/A"
"GMQBY4CW7PPDYWGMBT","Forge Digital","#N/A","Real Estate","#N/A"
"JZPHOUTZTMCUFMMLBQ","Forge Dynamics","#N/A","Education","#N/A"
"IAYYM0ZITHXFBXBN5O","Forge Enterprises","#N/A","Education","#N/A"
"XOLWDBQZPQHTDIWCK0","Forge Global","#N/A","Media","#N/A"
"JECLCNWQUFSB2TPU4Y","Forge Group","#N/A","Real Estate","#N/A"
"HW3WQMLINN42H1UZRJ","Forge Industries","#N/A","Consulting","#N/A"
"IT7DFTAPWL5R6430KI","Forge Innovations","#N/A","Consulting","#N/A"
"MYJNKUOW5QL6KGXICN","Forge Labs","#N/A","Media","#N/A"
"Q2LSSCQO51UIZNW078","Forge Logic","#N/A","Media","#N/A"
"0QMJYETL7WQES0WXQT","Forge Networks","#N/A","Retail","#N/A"
"PF8YGZMHIITNKKZHJT","Forge Partners","#N/A","Real Estate","#N/A"
"NNE3AQOUMXAID8E7US","Forge Services","#N/A","Financial Services","#N/A"
"HXVE9Y9MJ7HQJUGSU2","Forge Solutions","#N/A","Retail","#N/A"
"VGU5YNQF4RZ8KBD9K8","Forge Systems","#N/A","Financial Services","#N/A"
"SPFT8OLJAKCGO0TIP2","Forge Technologies","#N/A","Retail","#N/A"
"SJE9LS6CYH3YLLCURW","Forge Ventures","#N/A","Manufacturing","#N/A"
"8GKQWQ9L72LTJOB3RL","Forge Works","#N/A","Media","#N/A"
"JRO4QBODTETYLMXU9V","Helix Analytics","#N/A","Education","#N/A"
"1M7IECHHEY0NOS0AYZ","Helix Capital","#N/A","Retail","#N/A"
"NQXOPDWNL31JICZL3U","Helix Corp","#N/A","Technology","#N/A"
"FUPHVTJI87GREKMS7P","Helix Digital","#N/A","Financial Services","#N/A"
"ECVY8BKU9TLYEH6E61","Helix Dynamics","#N/A","Education","#N/A"
"SMLI6326T5KIBAEXQR","Helix Enterprises","#N/A","Retail","#N/A"
"GNYHGOFRJEDBDINO19","Helix Global","#N/A","Media","#N/A"
"MQHMPR7HQ2JRAXRK2W","Helix Group","#N/A","Financial Services","#N/A"
"6ZJCVOOZGBKDDW8UQV","Helix Industries","#N/A","Real Estate","#N/A"
"FSH4DSHCAKEOLV7G6X","Helix Innovations","#N/A","Financial Services","#N/A"
"HMIKCGBPCVQX5UTDLE","Helix Labs","#N/A","Consulting","#N/A"
"ZIDVMLJZBESFZLA362","Helix Logic","#N/A","Retail","#N/A"
"RPMAEA5SXGMVLX7B9G","Helix Networks","#N/A","Financial Services","#N/A"
"LFBZODQOG9BT2HZPBW","Helix Partners","#N/A","Financial Services","#N/A"
"U2EUVKB8NL6OCW0FDF","Helix Services","#N/A","Financial Services","#N/A"
"AW4P6KTFPXHGZ3HQOK","Helix Solutions","#N/A","Financial Services","#N/A"
"BYKMQKP2VWV8DSI3IW","Helix Systems","#N/A","Manufacturing","#N/A"
"TFNQPL8OY05ZDWHP3Y","Helix Technologies","#N/A","Healthcare","#N/A"
"FR4AAAZAEOYTMEKTAF","Helix Ventures","#N/A","Technology","#N/A"
"VM2EYG91I3U7CFNWVL","Helix Works","#N/A","Education","#N/A"
"F6EETRPCU7HP1XDXQC","Horizon Analytics","#N/A","Real Estate","#N/A"
"DTSSAOPEGKIQAPORPF","Horizon Capital","#N/A","Financial Services","#N/A"
"59GPOKW1QEDDKNDUPR","Horizon Corp","#N/A","Media","#N/A"
"LLPGGF94MZBENHBC5Y","Horizon Digital","#N/A","Retail","#N/A"
"T9FMMB2JCXWWT8CBQ8","Horizon Dynamics","#N/A","Education","#N/A"
"RLK4ROTQDJIWEBFIRN","Horizon Enterprises","#N/A","Financial Services","#N/A"
"RFO2GXGBA2M3WYBA6W","Horizon Global","#N/A","Manufacturing","#N/A"
"BRIFNZMTHUXRAWWU2D","Horizon Group","#N/A","Consulting","#N/A"
"LPTDHHZJKSYRBTM75E","Horizon Industries","#N/A","Technology","#N/A"
"HI5Z1LVZGHRRWM0KHQ","Horizon Innovations","#N/A","Education","#N/A"
"J5C4DSO6QBMGZXNE5Z","Horizon Labs","#N/A","Education","#N/A"
"G8KNTFHIRORIGXWRIQ","Horizon Logic","#N/A","Financial Services","#N/A"
"KTNKM1TCLADHLUWVZ6","Horizon Networks","#N/A","Education","#N/A"
"IGDSXAHYPBSVEI0HSV","Horizon Partners","#N/A","Media","#N/A"
"PSBM3T5EOO55KNKRVZ","Horizon Services","#N/A","Consulting","#N/A"
"IXMQWLP3EUYOXUID3Q","Horizon Solutions","#N/A","Financial Services","#N/A"
"9MV06UAVRVJFQUANJB","Horizon Systems","#N/A","Consulting","#N/A"
"MBEUAFOA2KIYMBMZ3I","Horizon Technologies","#N/A","Retail","#N/A"
"FUOYDBYH3FEA3TEVGF","Horizon Ventures","#N/A","Healthcare","#N/A"
"9SIKQQYC2FFXCCELOA","Horizon Works","#N/A","Technology","#N/A"
"IBZ24QCHTKCUU386YP","Matrix Analytics","#N/A","Energy","#N/A"
"TX02WZT4SQ1BMBMKVP","Matrix Capital","#N/A","Media","#N/A"
"ZDRLZVBAIRBXNIYLAB","Matrix Corp","#N/A","Financial Services","#N/A"
"XAONRFNROK0IWLNSJG","Matrix Digital","#N/A","Media","#N/A"
"IJZISNGP6VWEXHSDAV","Matrix Dynamics","#N/A","Education","#N/A"
"7DIIXL77GCIR2M3BFN","Matrix Enterprises","#N/A","Financial Services","#N/A"
"AY7ZEBHOYXSLJLUGVA","Matrix Global","#N/A","Technology","#N/A"
"05RLCURSZYUFREALLZ","Matrix Group","#N/A","Consulting","#N/A"
"XQXPUVCQYARXQRS4KX","Matrix Industries","#N/A","Consulting","#N/A"
"M5JVNSRNFOCIG1LM0Q","Matrix Innovations","#N/A","Education","#N/A"
"MZ7GZDS9DPN6AGHDNG","Matrix Labs","#N/A","Retail","#N/A"
"PWFPNHOKCXQYBBBPLY","Matrix Logic","#N/A","Media","#N/A"
"9NK9LT45MAM8AVFNW5","Matrix Networks","#N/A","Retail","#N/A"
"IF6AFQ3FKWHBQJQDI7","Matrix Partners","#N/A","Real Estate","#N/A"
"4BM4JEXXWTO4LFJCMF","Matrix Services","#N/A","Financial Services","#N/A"
"4ZX3TCCSXN5KTMUDIQ","Matrix Solutions","#N/A","Real Estate","#N/A"
"B0TZFQOFDRM8I3WLTX","Matrix Systems","#N/A","Media","#N/A"
"0X1HACUM605PZLJHVR","Matrix Technologies","#N/A","Education","#N/A"
"IZUAQ5IZHOGVPBFJ4H","Matrix Ventures","#N/A","Healthcare","#N/A"
"OAKVUBYWF1WLIP8AJQ","Matrix Works","#N/A","Media","#N/A"
"CKM1PWUVLSCEXMSGBN","Meridian Analytics","#N/A","Technology","#N/A"
"4OGEYNSXQ7DOUUGJDH","Meridian Capital","#N/A","Financial Services","#N/A"
"JHIJDYGIV9OACIJP7O","Meridian Corp","#N/A","Consulting","#N/A"
"HJT8ESNTMSYE4ZAJIN","Meridian Digital","#N/A","Healthcare","#N/A"
"JTDC1FSCD6OQHL1Z7M","Meridian Dynamics","#N/A","Retail","#N/A"
"4VZGKK4ZKUHUEZFBSP","Meridian Enterprises","#N/A","Technology","#N/A"
"YPA4QEITFXBXUAIE15","Meridian Global","#N/A","Energy","#N/A"
"D3OJ7KHJFJRJOFEWKO","Meridian Group","#N/A","Real Estate","#N/A"
"BOYUMQ6LIHHJOT9Y1K","Meridian Industries","#N/A","Manufacturing","#N/A"
"OVKLDLZBSYTYNVVDUE","Meridian Innovations","#N/A","Media","#N/A"
"9XJRYYJZ3PXNJLKJIY","Meridian Labs","#N/A","Education","#N/A"
"WJHIO5MAKY8FIMTFZV","Meridian Logic","#N/A","Healthcare","#N/A"
"APWQUKSYE1MQATY4XQ","Meridian Networks","#N/A","Education","#N/A"
"2EFZIZYVAQZBP6GVDR","Meridian Partners","#N/A","Technology","#N/A"
"7S665IWX3GGAP9WTFH","Meridian Services","#N/A","Real Estate","#N/A"
"TWI0PKISBXU6GAVQ1T","Meridian Solutions","#N/A","Manufacturing","#N/A"
"B4JGKOFNWDL4FLPEW8","Meridian Systems","#N/A","Real Estate","#N/A"
"VGW4BIAO86Q76KV6SG","Meridian Technologies","#N/A","Consulting","#N/A"
"N6D4OHAIQRSCOT9BJD","Meridian Ventures","#N/A","Manufacturing","#N/A"
"GMUJRYASJ8D1CIDA0M","Meridian Works","#N/A","Retail","#N/A"
"GWNNB32PUC76BXPKUN","Nexus Analytics","#N/A","Manufacturing","#N/A"
"XD55CG0PKTSVJSGBMM","Nexus Capital","#N/A","Technology","#N/A"
"MRKAJSL8EEE6C00PRE","Nexus Corp","#N/A","Healthcare","#N/A"
"WSISOAVFSVSKNEEPXL","Nexus Digital","#N/A","Consulting","#N/A"
"N4LNVOI1XSUQSRJEPN","Nexus Dynamics","#N/A","Media","#N/A"
"MLCAEDMCF3KP4VTZZR","Nexus Enterprises","#N/A","Healthcare","#N/A"
"UAQMYV4TT4BUOG29YW","Nexus Global","#N/A","Consulting","#N/A"
"VTN9IJGHWRGPCZDZVM","Nexus Group","#N/A","Energy","#N/A"
"H8IIYAGVBSQSRDUKZQ","Nexus Industries","#N/A","Manufacturing","#N/A"
"8VT77YB9WP4O5EKTRT","Nexus Innovations","#N/A","Media","#N/A"
"LVY7JDRHHFENBABYTM","Nexus Labs","#N/A","Education","#N/A"
"IBWUPFUKKRINRHQYDW","Nexus Logic","#N/A","Real Estate","#N/A"
"NRZIHAEB0SXPOHASEZ","Nexus Networks","#N/A","Real Estate","#N/A"
"QV3M9FYXGY7YWR7M3O","Nexus Partners","#N/A","Consulting","#N/A"
"KCEIMWDGC5ZR2CYSMB","Nexus Services","#N/A","Technology","#N/A"
"REWVCY0B2V7DPDBIQW","Nexus Solutions","#N/A","Education","#N/A"
"KC9L7EMYORZ1XSE7WD","Nexus Systems","#N/A","Energy","#N/A"
"KJJNKJCHB75FNUPGPN","Nexus Technologies","#N/A","Financial Services","#N/A"
"LXHKK9UYRULI1UO9RH","Nexus Ventures","#N/A","Energy","#N/A"
"1ARLT29SGTQWCMSGLY","Nexus Works","#N/A","Education","#N/A"
"ILBRU0WDT1NHSDOSZS","Nova Analytics","#N/A","Energy","#N/A"
"LHR98TAR0JCTPXC9SF","Nova Capital","#N/A","Education","#N/A"
"QMCSNBF1GAWC2JW0JJ","Nova Corp","#N/A","Technology","#N/A"
"3H7H3REDNRYIIFGSXM","Nova Digital","#N/A","Retail","#N/A"
"O318SETWUEYQNIWIDJ","Nova Dynamics","#N/A","Education","#N/A"
"SAAJLEGHRDUP7TUSUZ","Nova Enterprises","#N/A","Education","#N/A"
"1SYKGQTKH6BD86EOA1","Nova Global","#N/A","Retail","#N/A"
"PKSBC6CJZRKIP53KRM","Nova Group","#N/A","Media","#N/A"
"VXGARCDAABBM3YEU5C","Nova Industries","#N/A","Consulting","#N/A"
"R8IDIFZOVSJRHUODIJ","Nova Innovations","#N/A","Healthcare","#N/A"
"GBSKJFIQOLN6QAHZOK","Nova Labs","#N/A","Manufacturing","#N/A"
"SFLTCEE9TGYSQ0F8MO","Nova Logic","#N/A","Media","#N/A"
"GLUFMCXJXVBAEUJESB","Nova Networks","#N/A","Energy","#N/A"
"HC8YPGGZIWCTFYTGZL","Nova Partners","#N/A","Media","#N/A"
"RK2CWGDGYWNSIXXC3S","Nova Services","#N/A","Retail","#N/A"
"TJHDFYSSKIXM32UKYP","Nova Solutions","#N/A","Financial Services","#N/A"
"HPH7GOYG8RON7G0OF4","Nova Systems","#N/A","Energy","#N/A"
"XP9YNFN5A0GGIRC0O6","Nova Technologies","#N/A","Energy","#N/A"
"D8MQA4FBFELH8EFUCN","Nova Ventures","#N/A","Financial Services","#N/A"
"HBBYLANGS0DAMRTRCM","Nova Works","#N/A","Real Estate","#N/A"
"YCR0SBRICZOSBQQVX0","Onyx Analytics","#N/A","Real Estate","#N/A"
"J0D8CCZNWRHCPZWCAP","Onyx Capital","#N/A","Healthcare","#N/A"
"R8QCLAM58L7PN6JSWT","Onyx Corp","#N/A","Financial Services","#N/A"
"Y8RVKQPGUENWNBEABB","Onyx Digital","#N/A","Manufacturing","#N/A"
"LI9VWXJUDBVGGBPGD6","Onyx Dynamics","#N/A","Retail","#N/A"
"ZXAT6VQM2UMOY4PVH8","Onyx Enterprises","#N/A","Media","#N/A"
"WTV6VJNMZ08XQVSXZU","Onyx Global","#N/A","Consulting","#N/A"
"HNQ9TG72ZUOLJMZ7NF","Onyx Group","#N/A","Education","#N/A"
"SQKN9IHZK3YKITVSFS","Onyx Industries","#N/A","Healthcare","#N/A"
"SWXZLA4ZGIWL1FEW1V","Onyx Innovations","#N/A","Real Estate","#N/A"
"0K6QPJJDEZNIH15HS6","Onyx Labs","#N/A","Energy","#N/A"
"B5JPKG2AWHJLKTY92H","Onyx Logic","#N/A","Healthcare","#N/A"
"U7CU38PD0M5XFUB79C","Onyx Networks","#N/A","Technology","#N/A"
"BI11JRMRDSTIJ84BAQ","Onyx Partners","#N/A","Energy","#N/A"
"OZHNHAODARCF8HH9NT","Onyx Services","#N/A","Retail","#N/A"
"LRQQ1PXTUODQ1ORFTZ","Onyx Solutions","#N/A","Energy","#N/A"
"TAIBSEYZNCBXU5AR6Y","Onyx Systems","#N/A","Financial Services","#N/A"
"CPRSYS4CA3QFRWOYFK","Onyx Technologies","#N/A","Consulting","#N/A"
"DDNF1AMPWTYQMIYXGX","Onyx Ventures","#N/A","Media","#N/A"
"3BG5MEBW0ZAHDOYQOU","Onyx Works","#N/A","Real Estate","#N/A"
"D2JBJ5ZULHFRSKRJRX","Orbit Analytics","#N/A","Financial Services","#N/A"
