"Id","Name","Industry","Errors"
"001Ka00004bYVDtIAO","Atlas Networks","Energy","#N/A"
"001Ka00004bYVDuIAO","Atlas Partners","Media","#N/A"
"001Ka00004bYVDvIAO","Atlas Services","Healthcare","#N/A"
"001Ka00004bYVDwIAO","Atlas Solutions","Media","#N/A"
"001Ka00004bYVDxIAO","Atlas Systems","Media","#N/A"
"001Ka00004bYVDyIAO","Atlas Technologies","Manufacturing","#N/A"
"001Ka00004bYVDzIAO","Atlas Ventures","Healthcare","#N/A"
"001Ka00004bYVE0IAO","Atlas Works","Consulting","#N/A"
"001Ka00004bYVE1IAO","Cascade Analytics","Technology","#N/A"
"001Ka00004bYVE2IAO","Cascade Capital","Energy","#N/A"
"001Ka00004bYVE3IAO","Cascade Corp","Manufacturing","#N/A"
"001Ka00004bYVE4IAO","Cascade Digital","Financial Services","#N/A"
"001Ka00004bYVE5IAO","Cascade Dynamics","Education","#N/A"
"001Ka00004bYVE6IAO","Cascade Enterprises","Retail","#N/A"
"001Ka00004bYVE7IAO","Cascade Global","Manufacturing","#N/A"
"001Ka00004bYVE8IAO","Cascade Group","Healthcare","#N/A"
"001Ka00004bYVE9IAO","Cascade Industries","Technology","#N/A"
"001Ka00004bYVEAIA4","Cascade Innovations","Media","#N/A"
"001Ka00004bYVEBIA4","Cascade Labs","Retail","#N/A"
"001Ka00004bYVECIA4","Cascade Logic","Financial Services","#N/A"
"001Ka00004bYVEDIA4","Cascade Networks","Media","#N/A"
"001Ka00004bYVEEIA4","Cascade Partners","Real Estate","#N/A"
"001Ka00004bYVEFIA4","Cascade Services","Real Estate","#N/A"
"001Ka00004bYVEGIA4","Cascade Solutions","Technology","#N/A"
"001Ka00004bYVEHIA4","Cascade Systems","Media","#N/A"
"001Ka00004bYVEIIA4","Cascade Technologies","Media","#N/A"
"001Ka00004bYVEJIA4","Cascade Ventures","Financial Services","#N/A"
"001Ka00004bYVEKIA4","Cascade Works","Energy","#N/A"
"001Ka00004bYVELIA4","Catalyst Analytics","Financial Services","#N/A"
"001Ka00004bYVEMIA4","Catalyst Capital","Education","#N/A"
"001Ka00004bYVENIA4","Catalyst Corp","Media","#N/A"
"001Ka00004bYVEOIA4","Catalyst Digital","Technology","#N/A"
"001Ka00004bYVEPIA4","Catalyst Dynamics","Healthcare","#N/A"
"001Ka00004bYVEQIA4","Catalyst Enterprises","Energy","#N/A"
"001Ka00004bYVERIA4","Catalyst Global","Education","#N/A"
"001Ka00004bYVESIA4","Catalyst Group","Consulting","#N/A"
"001Ka00004bYVETIA4","Catalyst Industries","Technology","#N/A"
"001Ka00004bYVEUIA4","Catalyst Innovations","Retail","#N/A"
"001Ka00004bYVEVIA4","Catalyst Labs","Energy","#N/A"
"001Ka00004bYVEWIA4","Catalyst Logic","Retail","#N/A"
"001Ka00004bYVEXIA4","Catalyst Networks","Real Estate","#N/A"
"001Ka00004bYVEYIA4","Catalyst Partners","Consulting","#N/A"
"001Ka00004bYVEZIA4","Catalyst Services","Real Estate","#N/A"
"001Ka00004bYVEaIAO","Catalyst Solutions","Manufacturing","#N/A"
"001Ka00004bYVEbIAO","Catalyst Systems","Healthcare","#N/A"
"001Ka00004bYVEcIAO","Catalyst Technologies","Real Estate","#N/A"
"001Ka00004bYVEdIAO","Catalyst Ventures","Education","#N/A"
"001Ka00004bYVEeIAO","Catalyst Works","Technology","#N/A"
"001Ka00004bYVEfIAO","Cipher Analytics","Consulting","#N/A"
"001Ka00004bYVEgIAO","Cipher Capital","Education","#N/A"
"001Ka00004bYVEhIAO","Cipher Corp","Technology","#N/A"
"001Ka00004bYVEiIAO","Cipher Digital","Healthcare","#N/A"
"001Ka00004bYVEjIAO","Cipher Dynamics","Energy","#N/A"
"001Ka00004bYVEkIAO","Cipher Enterprises","Education","#N/A"
"001Ka00004bYVElIAO","Cipher Global","Media","#N/A"
"001Ka00004bYVEmIAO","Cipher Group","Real Estate","#N/A"
"001Ka00004bYVEnIAO","Cipher Industries","Technology","#N/A"
"001Ka00004bYVEoIAO","Cipher Innovations","Education","#N/A"
"001Ka00004bYVEpIAO","Cipher Labs","Education","#N/A"
"001Ka00004bYVEqIAO","Cipher Logic","Financial Services","#N/A"
"001Ka00004bYVErIAO","Cipher Networks","Consulting","#N/A"
"001Ka00004bYVEsIAO","Cipher Partners","Healthcare","#N/A"
"001Ka00004bYVEtIAO","Cipher Services","Consulting","#N/A"
"001Ka00004bYVEuIAO","Cipher Solutions","Manufacturing","#N/A"
"001Ka00004bYVEvIAO","Cipher Systems","Financial Services","#N/A"
"001Ka00004bYVEwIAO","Cipher Technologies","Education","#N/A"
"001Ka00004bYVExIAO","Cipher Ventures","Manufacturing","#N/A"
"001Ka00004bYVEyIAO","Cipher Works","Consulting","#N/A"
"001Ka00004bYVEzIAO","Cobalt Analytics","Healthcare","#N/A"
"001Ka00004bYVF0IAO","Cobalt Capital","Media","#N/A"
"001Ka00004bYVF1IAO","Cobalt Corp","Real Estate","#N/A"
"001Ka00004bYVF2IAO","Cobalt Digital","Manufacturing","#N/A"
"001Ka00004bYVF3IAO","Cobalt Dynamics","Manufacturing","#N/A"
"001Ka00004bYVF4IAO","Cobalt Enterprises","Education","#N/A"
"001Ka00004bYVF5IAO","Cobalt Global","Education","#N/A"
"001Ka00004bYVF6IAO","Cobalt Group","Retail","#N/A"
"001Ka00004bYVF7IAO","Cobalt Industries","Consulting","#N/A"
"001Ka00004bYVF8IAO","Cobalt Innovations","Energy","#N/A"
"001Ka00004bYVF9IAO","Cobalt Labs","Retail","#N/A"
"001Ka00004bYVFAIA4","Cobalt Logic","Technology","#N/A"
"001Ka00004bYVFBIA4","Cobalt Networks","Healthcare","#N/A"
"001Ka00004bYVFCIA4","Cobalt Partners","Education","#N/A"
"001Ka00004bYVFDIA4","Cobalt Services","Education","#N/A"
"001Ka00004bYVFEIA4","Cobalt Solutions","Media","#N/A"
"001Ka00004bYVFFIA4","Cobalt Systems","Media","#N/A"
"001Ka00004bYVFGIA4","Cobalt Technologies","Consulting","#N/A"
"001Ka00004bYVFHIA4","Cobalt Ventures","Consulting","#N/A"
"001Ka00004bYVFIIA4","Cobalt Works","Healthcare","#N/A"
"001Ka00004bYVFJIA4","Ember Analytics","Media","#N/A"
"001Ka00004bYVFKIA4","Ember Capital","Consulting","#N/A"
"001Ka00004bYVFLIA4","Ember Corp","Consulting","#N/A"
"001Ka00004bYVFMIA4","Ember Digital","Retail","#N/A"
"001Ka00004bYVFNIA4","Ember Dynamics","Media","#N/A"
"001Ka00004bYVFOIA4","Ember Enterprises","Real Estate","#N/A"
"001Ka00004bYVFPIA4","Ember Global","Education","#N/A"
"001Ka00004bYVFQIA4","Ember Group","Healthcare","#N/A"
"001Ka00004bYVFRIA4","Ember Industries","Manufacturing","#N/A"
"001Ka00004bYVFSIA4","Ember Innovations","Media","#N/A"
"001Ka00004bYVFTIA4","Ember Labs","Healthcare","#N/A"
"001Ka00004bYVFUIA4","Ember Logic","Healthcare","#N/A"
"001Ka00004bYVFVIA4","Ember Networks","Energy","#N/A"
"001Ka00004bYVFWIA4","Ember Partners","Financial Services","#N/A"
"001Ka00004bYVFXIA4","Ember Services","Retail","#N/A"
"001Ka00004bYVFYIA4","Ember Solutions","Healthcare","#N/A"
"001Ka00004bYVFZIA4","Ember Systems","Healthcare","#N/A"
"001Ka00004bYVFaIAO","Ember Technologies","Financial Services","#N/A"
"001Ka00004bYVFbIAO","Ember Ventures","Retail","#N/A"
"001Ka00004bYVFcIAO","Ember Works","Healthcare","#N/A"
"001Ka00004bYVFdIAO","Flux Analytics","Financial Services","#N/A"
"001Ka00004bYVFeIAO","Flux Capital","Media","#N/A"
"001Ka00004bYVFfIAO","Flux Corp","Financial Services","#N/A"
"001Ka00004bYVFgIAO","Flux Digital","Manufacturing","#N/A"
"001Ka00004bYVFhIAO","Flux Dynamics","Consulting","#N/A"
"001Ka00004bYVFiIAO","Flux Enterprises","Technology","#N/A"
"001Ka00004bYVFjIAO","Flux Global","Retail","#N/A"
"001Ka00004bYVFkIAO","Flux Group","Energy","#N/A"
"001Ka00004bYVFlIAO","Flux Industries","Consulting","#N/A"
"001Ka00004bYVFmIAO","Flux Innovations","Financial Services","#N/A"
"001Ka00004bYVFnIAO","Flux Labs","Media","#N/A"
"001Ka00004bYVFoIAO","Flux Logic","Education","#N/A"
"001Ka00004bYVFpIAO","Flux Networks","Energy","#N/A"
"001Ka00004bYVFqIAO","Flux Partners","Media","#N/A"
"001Ka00004bYVFrIAO","Flux Services","Technology","#N/A"
"001Ka00004bYVFsIAO","Flux Solutions","Retail","#N/A"
"001Ka00004bYVFtIAO","Flux Systems","Manufacturing","#N/A"
"001Ka00004bYVFuIAO","Flux Technologies","Healthcare","#N/A"
"001Ka00004bYVFvIAO","Flux Ventures","Technology","#N/A"
"001Ka00004bYVFwIAO","Flux Works","Manufacturing","#N/A"
"001Ka00004bYVFxIAO","Forge Analytics","Consulting","#N/A"
"001Ka00004bYVFyIAO","Forge Capital","Education","#N/A"
"001Ka00004bYVFzIAO","Forge Corp","Energy","#N/A"
"001Ka00004bYVG0IAO","Forge Digital","Real Estate","#N/A"
"001Ka00004bYVG1IAO","Forge Dynamics","Education","#N/A"
"001Ka00004bYVG2IAO","Forge Enterprises","Education","#N/A"
"001Ka00004bYVG3IAO","Forge Global","Media","#N/A"
"001Ka00004bYVG4IAO","Forge Group","Real Estate","#N/A"
"001Ka00004bYVG5IAO","Forge Industries","Consulting","#N/A"
"001Ka00004bYVG6IAO","Forge Innovations","Consulting","#N/A"
"001Ka00004bYVG7IAO","Forge Labs","Media","#N/A"
"001Ka00004bYVG8IAO","Forge Logic","Media","#N/A"
"001Ka00004bYVG9IAO","Forge Networks","Retail","#N/A"
"001Ka00004bYVGAIA4","Forge Partners","Real Estate","#N/A"
"001Ka00004bYVGBIA4","Forge Services","Financial Services","#N/A"
"001Ka00004bYVGCIA4","Forge Solutions","Retail","#N/A"
"001Ka00004bYVGDIA4","Forge Systems","Financial Services","#N/A"
"001Ka00004bYVGEIA4","Forge Technologies","Retail","#N/A"
"001Ka00004bYVGFIA4","Forge Ventures","Manufacturing","#N/A"
"001Ka00004bYVGGIA4","Forge Works","Media","#N/A"
"001Ka00004bYVGHIA4","Helix Analytics","Education","#N/A"
"001Ka00004bYVGIIA4","Helix Capital","Retail","#N/A"
"001Ka00004bYVGJIA4","Helix Corp","Technology","#N/A"
"001Ka00004bYVGKIA4","Helix Digital","Financial Services","#N/A"
"001Ka00004bYVGLIA4","Helix Dynamics","Education","#N/A"
"001Ka00004bYVGMIA4","Helix Enterprises","Retail","#N/A"
"001Ka00004bYVGNIA4","Helix Global","Media","#N/A"
"001Ka00004bYVGOIA4","Helix Group","Financial Services","#N/A"
"001Ka00004bYVGPIA4","Helix Industries","Real Estate","#N/A"
"001Ka00004bYVGQIA4","Helix Innovations","Financial Services","#N/A"
"001Ka00004bYVGRIA4","Helix Labs","Consulting","#N/A"
"001Ka00004bYVGSIA4","Helix Logic","Retail","#N/A"
"001Ka00004bYVGTIA4","Helix Networks","Financial Services","#N/A"
"001Ka00004bYVGUIA4","Helix Partners","Financial Services","#N/A"
"001Ka00004bYVGVIA4","Helix Services","Financial Services","#N/A"
"001Ka00004bYVGWIA4","Helix Solutions","Financial Services","#N/A"
"001Ka00004bYVGXIA4","Helix Systems","Manufacturing","#N/A"
"001Ka00004bYVGYIA4","Helix Technologies","Healthcare","#N/A"
"001Ka00004bYVGZIA4","Helix Ventures","Technology","#N/A"
"001Ka00004bYVGaIAO","Helix Works","Education","#N/A"
"001Ka00004bYVGbIAO","Horizon Analytics","Real Estate","#N/A"
"001Ka00004bYVGcIAO","Horizon Capital","Financial Services","#N/A"
"001Ka00004bYVGdIAO","Horizon Corp","Media","#N/A"
"001Ka00004bYVGeIAO","Horizon Digital","Retail","#N/A"
"001Ka00004bYVGfIAO","Horizon Dynamics","Education","#N/A"
"001Ka00004bYVGgIAO","Horizon Enterprises","Financial Services","#N/A"
"001Ka00004bYVGhIAO","Horizon Global","Manufacturing","#N/A"
"001Ka00004bYVGiIAO","Horizon Group","Consulting","#N/A"
"001Ka00004bYVGjIAO","Horizon Industries","Technology","#N/A"
"001Ka00004bYVGkIAO","Horizon Innovations","Education","#N/A"
"001Ka00004bYVGlIAO","Horizon Labs","Education","#N/A"
"001Ka00004bYVGmIAO","Horizon Logic","Financial Services","#N/A"
"001Ka00004bYVGnIAO","Horizon Networks","Education","#N/A"
"001Ka00004bYVGoIAO","Horizon Partners","Media","#N/A"
"001Ka00004bYVGpIAO","Horizon Services","Consulting","#N/A"
"001Ka00004bYVGqIAO","Horizon Solutions","Financial Services","#N/A"
"001Ka00004bYVGrIAO","Horizon Systems","Consulting","#N/A"
"001Ka00004bYVGsIAO","Horizon Technologies","Retail","#N/A"
"001Ka00004bYVGtIAO","Horizon Ventures","Healthcare","#N/A"
"001Ka00004bYVGuIAO","Horizon Works","Technology","#N/A"
"001Ka00004bYVGvIAO","Matrix Analytics","Energy","#N/A"
"001Ka00004bYVGwIAO","Matrix Capital","Media","#N/A"
"001Ka00004bYVGxIAO","Matrix Corp","Financial Services","#N/A"
"001Ka00004bYVGyIAO","Matrix Digital","Media","#N/A"
"001Ka00004bYVGzIAO","Matrix Dynamics","Education","#N/A"
"001Ka00004bYVH0IAO","Matrix Enterprises","Financial Services","#N/A"
"001Ka00004bYVH1IAO","Matrix Global","Technology","#N/A"
"001Ka00004bYVH2IAO","Matrix Group","Consulting","#N/A"
"001Ka00004bYVH3IAO","Matrix Industries","Consulting","#N/A"
"001Ka00004bYVH4IAO","Matrix Innovations","Education","#N/A"
"001Ka00004bYVH5IAO","Matrix Labs","Retail","#N/A"
"001Ka00004bYVH6IAO","Matrix Logic","Media","#N/A"
"001Ka00004bYVH7IAO","Matrix Networks","Retail","#N/A"
"001Ka00004bYVH8IAO","Matrix Partners","Real Estate","#N/A"
"001Ka00004bYVH9IAO","Matrix Services","Financial Services","#N/A"
"001Ka00004bYVHAIA4","Matrix Solutions","Real Estate","#N/A"
"001Ka00004bYVHBIA4","Matrix Systems","Media","#N/A"
"001Ka00004bYVHCIA4","Matrix Technologies","Education","#N/A"
"001Ka00004bYVHDIA4","Matrix Ventures","Healthcare","#N/A"
"001Ka00004bYVHEIA4","Matrix Works","Media","#N/A"
"001Ka00004bYVHFIA4","Meridian Analytics","Technology","#N/A"
"001Ka00004bYVHGIA4","Meridian Capital","Financial Services","#N/A"
"001Ka00004bYVHHIA4","Meridian Corp","Consulting","#N/A"
"001Ka00004bYVHIIA4","Meridian Digital","Healthcare","#N/A"
"001Ka00004bYVHJIA4","Meridian Dynamics","Retail","#N/A"
"001Ka00004bYVHKIA4","Meridian Enterprises","Technology","#N/A"
"001Ka00004bYVHLIA4","Meridian Global","Energy","#N/A"
"001Ka00004bYVHMIA4","Meridian Group","Real Estate","#N/A"
"001Ka00004bYVHNIA4","Meridian Industries","Manufacturing","#N/A"
"001Ka00004bYVHOIA4","Meridian Innovations","Media","#N/A"
"001Ka00004bYVHPIA4","Meridian Labs","Education","#N/A"
"001Ka00004bYVHQIA4","Meridian Logic","Healthcare","#N/A"
"001Ka00004bYVHRIA4","Meridian Networks","Education","#N/A"
"001Ka00004bYVHSIA4","Meridian Partners","Technology","#N/A"
"001Ka00004bYVHTIA4","Meridian Services","Real Estate","#N/A"
"001Ka00004bYVHUIA4","Meridian Solutions","Manufacturing","#N/A"
"001Ka00004bYVHVIA4","Meridian Systems","Real Estate","#N/A"
"001Ka00004bYVHWIA4","Meridian Technologies","Consulting","#N/A"
"001Ka00004bYVHXIA4","Meridian Ventures","Manufacturing","#N/A"
"001Ka00004bYVHYIA4","Meridian Works","Retail","#N/A"
"001Ka00004bYVHZIA4","Nexus Analytics","Manufacturing","#N/A"
"001Ka00004bYVHaIAO","Nexus Capital","Technology","#N/A"
"001Ka00004bYVHbIAO","Nexus Corp","Healthcare","#N/A"
"001Ka00004bYVHcIAO","Nexus Digital","Consulting","#N/A"
"001Ka00004bYVHdIAO","Nexus Dynamics","Media","#N/A"
"001Ka00004bYVHeIAO","Nexus Enterprises","Healthcare","#N/A"
"001Ka00004bYVHfIAO","Nexus Global","Consulting","#N/A"
"001Ka00004bYVHgIAO","Nexus Group","Energy","#N/A"
"001Ka00004bYVHhIAO","Nexus Industries","Manufacturing","#N/A"
"001Ka00004bYVHiIAO","Nexus Innovations","Media","#N/A"
"001Ka00004bYVHjIAO","Nexus Labs","Education","#N/A"
"001Ka00004bYVHkIAO","Nexus Logic","Real Estate","#N/A"
"001Ka00004bYVHlIAO","Nexus Networks","Real Estate","#N/A"
"001Ka00004bYVHmIAO","Nexus Partners","Consulting","#N/A"
"001Ka00004bYVHnIAO","Nexus Services","Technology","#N/A"
"001Ka00004bYVHoIAO","Nexus Solutions","Education","#N/A"
"001Ka00004bYVHpIAO","Nexus Systems","Energy","#N/A"
"001Ka00004bYVHqIAO","Nexus Technologies","Financial Services","#N/A"
"001Ka00004bYVHrIAO","Nexus Ventures","Energy","#N/A"
"001Ka00004bYVHsIAO","Nexus Works","Education","#N/A"
"001Ka00004bYVHtIAO","Nova Analytics","Energy","#N/A"
"001Ka00004bYVHuIAO","Nova Capital","Education","#N/A"
"001Ka00004bYVHvIAO","Nova Corp","Technology","#N/A"
"001Ka00004bYVHwIAO","Nova Digital","Retail","#N/A"
"001Ka00004bYVHxIAO","Nova Dynamics","Education","#N/A"
"001Ka00004bYVHyIAO","Nova Enterprises","Education","#N/A"
"001Ka00004bYVHzIAO","Nova Global","Retail","#N/A"
"001Ka00004bYVI0IAO","Nova Group","Media","#N/A"
"001Ka00004bYVI1IAO","Nova Industries","Consulting","#N/A"
"001Ka00004bYVI2IAO","Nova Innovations","Healthcare","#N/A"
"001Ka00004bYVI3IAO","Nova Labs","Manufacturing","#N/A"
"001Ka00004bYVI4IAO","Nova Logic","Media","#N/A"
"001Ka00004bYVI5IAO","Nova Networks","Energy","#N/A"
"001Ka00004bYVI6IAO","Nova Partners","Media","#N/A"
"001Ka00004bYVI7IAO","Nova Services","Retail","#N/A"
"001Ka00004bYVI8IAO","Nova Solutions","Financial Services","#N/A"
"001Ka00004bYVI9IAO","Nova Systems","Energy","#N/A"
"001Ka00004bYVIAIA4","Nova Technologies","Energy","#N/A"
"001Ka00004bYVIBIA4","Nova Ventures","Financial Services","#N/A"
"001Ka00004bYVICIA4","Nova Works","Real Estate","#N/A"
"001Ka00004bYVIDIA4","Onyx Analytics","Real Estate","#N/A"
"001Ka00004bYVIEIA4","Onyx Capital","Healthcare","#N/A"
"001Ka00004bYVIFIA4","Onyx Corp","Financial Services","#N/A"
"001Ka00004bYVIGIA4","Onyx Digital","Manufacturing","#N/A"
"001Ka00004bYVIHIA4","Onyx Dynamics","Retail","#N/A"
"001Ka00004bYVIIIA4","Onyx Enterprises","Media","#N/A"
"001Ka00004bYVIJIA4","Onyx Global","Consulting","#N/A"
"001Ka00004bYVIKIA4","Onyx Group","Education","#N/A"
"001Ka00004bYVILIA4","Onyx Industries","Healthcare","#N/A"
"001Ka00004bYVIMIA4","Onyx Innovations","Real Estate","#N/A"
"001Ka00004bYVINIA4","Onyx Labs","Energy","#N/A"
"001Ka00004bYVIOIA4","Onyx Logic","Healthcare","#N/A"
"001Ka00004bYVIPIA4","Onyx Networks","Technology","#N/A"
"001Ka00004bYVIQIA4","Onyx Partners","Energy","#N/A"
"001Ka00004bYVIRIA4","Onyx Services","Retail","#N/A"
"001Ka00004bYVISIA4","Onyx Solutions","Energy","#N/A"
"001Ka00004bYVITIA4","Onyx Systems","Financial Services","#N/A"
"001Ka00004bYVIUIA4","Onyx Technologies","Consulting","#N/A"
"001Ka00004bYVIVIA4","Onyx Ventures","Media","#N/A"
"001Ka00004bYVIWIA4","Onyx Works","Real Estate","#N/A"
"001Ka00004bYVIXIA4","Orbit Analytics","Financial Services","#N/A"
"001Ka00004bYVIYIA4","Orbit Capital","Manufacturing","#N/A"
"001Ka00004bYVIZIA4","Orbit Corp","Financial Services","#N/A"
"001Ka00004bYVIaIAO","Orbit Digital","Energy","#N/A"
"001Ka00004bYVIbIAO","Orbit Dynamics","Retail","#N/A"
"001Ka00004bYVIcIAO","Orbit Enterprises","Consulting","#N/A"
"001Ka00004bYVIdIAO","Orbit Global","Media","#N/A"
"001Ka00004bYVIeIAO","Orbit Group","Technology","#N/A"
"001Ka00004bYVIfIAO","Orbit Industries","Retail","#N/A"
"001Ka00004bYVIgIAO","Orbit Innovations","Real Estate","#N/A"
"001Ka00004bYVIhIAO","Orbit Labs","Retail","#N/A"
"001Ka00004bYVIiIAO","Orbit Logic","Media","#N/A"
"001Ka00004bYVIjIAO","Orbit Networks","Consulting","#N/A"
"001Ka00004bYVIkIAO","Orbit Partners","Media","#N/A"
"001Ka00004bYVIlIAO","Orbit Services","Manufacturing","#N/A"
"001Ka00004bYVImIAO","Orbit Solutions","Technology","#N/A"
"001Ka00004bYVInIAO","Orbit Systems","Technology","#N/A"
"001Ka00004bYVIoIAO","Orbit Technologies","Financial Services","#N/A"
"001Ka00004bYVIpIAO","Orbit Ventures","Retail","#N/A"
"001Ka00004bYVIqIAO","Orbit Works","Retail","#N/A"
"001Ka00004bYVIrIAO","Peak Analytics","Media","#N/A"
"001Ka00004bYVIsIAO","Peak Capital","Healthcare","#N/A"
"001Ka00004bYVItIAO","Peak Corp","Retail","#N/A"
"001Ka00004bYVIuIAO","Peak Digital","Energy","#N/A"
"001Ka00004bYVIvIAO","Peak Dynamics","Financial Services","#N/A"
"001Ka00004bYVIwIAO","Peak Enterprises","Media","#N/A"
"001Ka00004bYVIxIAO","Peak Global","Manufacturing","#N/A"
"001Ka00004bYVIyIAO","Peak Group","Technology","#N/A"
"001Ka00004bYVIzIAO","Peak Industries","Healthcare","#N/A"
"001Ka00004bYVJ0IAO","Peak Innovations","Retail","#N/A"
"001Ka00004bYVJ1IAO","Peak Labs","Media","#N/A"
"001Ka00004bYVJ2IAO","Peak Logic","Healthcare","#N/A"
"001Ka00004bYVJ3IAO","Peak Networks","Real Estate","#N/A"
"001Ka00004bYVJ4IAO","Peak Partners","Education","#N/A"
"001Ka00004bYVJ5IAO","Peak Services","Real Estate","#N/A"
"001Ka00004bYVJ6IAO","Peak Solutions","Media","#N/A"
"001Ka00004bYVJ7IAO","Peak Systems","Real Estate","#N/A"
"001Ka00004bYVJ8IAO","Peak Technologies","Energy","#N/A"
"001Ka00004bYVJ9IAO","Peak Ventures","Retail","#N/A"
"001Ka00004bYVJAIA4","Peak Works","Media","#N/A"
"001Ka00004bYVJBIA4","Pinnacle Analytics","Healthcare","#N/A"
"001Ka00004bYVJCIA4","Pinnacle Capital","Education","#N/A"
"001Ka00004bYVJDIA4","Pinnacle Corp","Consulting","#N/A"
"001Ka00004bYVJEIA4","Pinnacle Digital","Real Estate","#N/A"
"001Ka00004bYVJFIA4","Pinnacle Dynamics","Technology","#N/A"
"001Ka00004bYVJGIA4","Pinnacle Enterprises","Retail","#N/A"
"001Ka00004bYVJHIA4","Pinnacle Global","Financial Services","#N/A"
"001Ka00004bYVJIIA4","Pinnacle Group","Real Estate","#N/A"
"001Ka00004bYVJJIA4","Pinnacle Industries","Technology","#N/A"
"001Ka00004bYVJKIA4","Pinnacle Innovations","Financial Services","#N/A"
"001Ka00004bYVJLIA4","Pinnacle Labs","Education","#N/A"
"001Ka00004bYVJMIA4","Pinnacle Logic","Media","#N/A"
"001Ka00004bYVJNIA4","Pinnacle Networks","Financial Services","#N/A"
"001Ka00004bYVJOIA4","Pinnacle Partners","Education","#N/A"
"001Ka00004bYVJPIA4","Pinnacle Services","Financial Services","#N/A"
"001Ka00004bYVJQIA4","Pinnacle Solutions","Technology","#N/A"
"001Ka00004bYVJRIA4","Pinnacle Systems","Retail","#N/A"
"001Ka00004bYVJSIA4","Pinnacle Technologies","Education","#N/A"
"001Ka00004bYVJTIA4","Pinnacle Ventures","Energy","#N/A"
"001Ka00004bYVJUIA4","Pinnacle Works","Education","#N/A"
"001Ka00004bYVJVIA4","Prism Analytics","Technology","#N/A"
"001Ka00004bYVJWIA4","Prism Capital","Retail","#N/A"
"001Ka00004bYVJXIA4","Prism Corp","Retail","#N/A"
"001Ka00004bYVJYIA4","Prism Digital","Consulting","#N/A"
"001Ka00004bYVJZIA4","Prism Dynamics","Healthcare","#N/A"
"001Ka00004bYVJaIAO","Prism Enterprises","Consulting","#N/A"
"001Ka00004bYVJbIAO","Prism Global","Manufacturing","#N/A"
"001Ka00004bYVJcIAO","Prism Group","Financial Services","#N/A"
"001Ka00004bYVJdIAO","Prism Industries","Healthcare","#N/A"
"001Ka00004bYVJeIAO","Prism Innovations","Real Estate","#N/A"
"001Ka00004bYVJfIAO","Prism Labs","Financial Services","#N/A"
"001Ka00004bYVJgIAO","Prism Logic","Consulting","#N/A"
"001Ka00004bYVJhIAO","Prism Networks","Education","#N/A"
"001Ka00004bYVJiIAO","Prism Partners","Education","#N/A"
"001Ka00004bYVJjIAO","Prism Services","Retail","#N/A"
"001Ka00004bYVJkIAO","Prism Solutions","Retail","#N/A"
"001Ka00004bYVJlIAO","Prism Systems","Education","#N/A"
"001Ka00004bYVJmIAO","Prism Technologies","Healthcare","#N/A"
"001Ka00004bYVJnIAO","Prism Ventures","Consulting","#N/A"
"001Ka00004bYVJoIAO","Prism Works","Real Estate","#N/A"
"001Ka00004bYVJpIAO","Pulse Analytics","Education","#N/A"
"001Ka00004bYVJqIAO","Pulse Capital","Financial Services","#N/A"
